,league,date,home,away,home_goals,away_goals,result,home_odds,draw_odds,away_odds
11895,MLS,27/06/2021,New York City,DC United,2.0,1.0,H,1.68,3.94,5.51
11896,MLS,28/06/2021,Austin FC,Columbus Crew,0.0,0.0,D,2.75,3.4,2.7
11897,MLS,28/06/2021,FC Dallas,New England Revolution,2.0,1.0,H,3.45,3.85,2.09
11898,MLS,02/07/2021,Austin FC,Portland Timbers,4.0,1.0,H,2.25,3.61,3.28
11899,MLS,03/07/2021,Columbus Crew,New England Revolution,2.0,2.0,D,2.71,3.53,2.66
11900,MLS,03/07/2021,DC United,Toronto FC,7.0,1.0,H,1.89,3.68,4.38
11901,MLS,04/07/2021,CF Montreal,Inter Miami,1.0,0.0,H,2.82,3.49,2.59
11902,MLS,04/07/2021,Orlando City,New York Red Bulls,1.0,2.0,A,1.68,4.28,4.97
11903,MLS,04/07/2021,Chicago Fire,Atlanta Utd,3.0,0.0,H,1.84,3.89,4.35
11904,MLS,04/07/2021,Minnesota United,San Jose Earthquakes,2.0,2.0,D,1.58,4.48,5.75
11905,MLS,04/07/2021,Nashville SC,Philadelphia Union,1.0,0.0,H,2.16,3.32,3.78
11906,MLS,04/07/2021,Houston Dynamo,FC Cincinnati,1.0,1.0,D,1.97,3.74,3.94
11907,MLS,04/07/2021,Real Salt Lake,Los Angeles FC,0.0,1.0,A,3.29,3.8,2.17
11908,MLS,05/07/2021,FC Dallas,Vancouver Whitecaps,2.0,2.0,D,1.73,4.04,4.89
11909,MLS,05/07/2021,Colorado Rapids,Seattle Sounders,1.0,1.0,D,2.03,3.74,3.72
11910,MLS,05/07/2021,Los Angeles Galaxy,Sporting Kansas City,0.0,2.0,A,2.7,3.79,2.54
11911,MLS,08/07/2021,New England Revolution,Toronto FC,2.0,3.0,A,1.53,4.61,6.2
11912,MLS,08/07/2021,CF Montreal,New York City,2.0,1.0,H,4.35,4.17,1.78
11913,MLS,08/07/2021,Chicago Fire,Orlando City,3.0,1.0,H,2.1,3.79,3.47
11914,MLS,08/07/2021,Austin FC,Los Angeles FC,0.0,2.0,A,2.9,3.7,2.42
11915,MLS,08/07/2021,Colorado Rapids,Minnesota United,2.0,0.0,H,1.87,4.03,4.08
11916,MLS,08/07/2021,Seattle Sounders,Houston Dynamo,2.0,0.0,H,1.9,3.77,4.2
11917,MLS,08/07/2021,Vancouver Whitecaps,Real Salt Lake,0.0,4.0,A,4.41,3.43,1.95
11918,MLS,08/07/2021,Los Angeles Galaxy,FC Dallas,3.0,1.0,H,1.85,4.06,4.08
11919,MLS,09/07/2021,New York Red Bulls,Philadelphia Union,1.0,1.0,D,2.21,3.61,3.36
11920,MLS,09/07/2021,Nashville SC,Atlanta Utd,2.0,2.0,D,1.58,4.09,6.46
11921,MLS,10/07/2021,FC Cincinnati,Columbus Crew,2.0,2.0,D,2.47,3.23,3.19
11922,MLS,17/07/2021,Atlanta Utd,New England Revolution,0.0,1.0,A,3.92,4.01,1.84
11923,MLS,18/07/2021,CF Montreal,FC Cincinnati,5.0,4.0,H,2.0,3.79,3.56
11924,MLS,18/07/2021,Columbus Crew,New York City,2.0,1.0,H,3.25,3.62,2.25
11925,MLS,18/07/2021,Philadelphia Union,DC United,2.0,1.0,H,2.0,3.65,3.92
11926,MLS,18/07/2021,Toronto FC,Orlando City,1.0,1.0,D,2.42,3.87,2.68
11927,MLS,18/07/2021,Nashville SC,Chicago Fire,5.0,1.0,H,1.78,3.82,4.85
11928,MLS,18/07/2021,Colorado Rapids,San Jose Earthquakes,1.0,1.0,D,1.42,5.22,7.42
11929,MLS,18/07/2021,Vancouver Whitecaps,Los Angeles Galaxy,2.0,1.0,H,3.11,3.74,2.28
11930,MLS,18/07/2021,Los Angeles FC,Real Salt Lake,2.0,1.0,H,1.39,5.08,8.7
11931,MLS,18/07/2021,Portland Timbers,FC Dallas,1.0,0.0,H,1.88,3.93,4.11
11932,MLS,18/07/2021,Minnesota United,Seattle Sounders,1.0,0.0,H,1.88,4.03,4.0
11933,MLS,21/07/2021,Vancouver Whitecaps,Houston Dynamo,0.0,0.0,D,2.85,3.55,2.53
11934,MLS,22/07/2021,Columbus Crew,Nashville SC,0.0,0.0,D,2.2,3.39,3.59
11935,MLS,22/07/2021,Inter Miami,New England Revolution,0.0,5.0,A,2.63,3.45,2.79
11936,MLS,22/07/2021,New York City,CF Montreal,1.0,0.0,H,1.41,5.05,7.95
11937,MLS,22/07/2021,Toronto FC,New York Red Bulls,1.0,1.0,D,2.15,3.81,3.32
11938,MLS,22/07/2021,Chicago Fire,DC United,2.0,2.0,D,2.3,3.63,3.15
11939,MLS,22/07/2021,FC Cincinnati,Atlanta Utd,1.0,1.0,D,2.24,3.52,3.36
11940,MLS,22/07/2021,Sporting Kansas City,San Jose Earthquakes,1.0,1.0,D,1.48,4.88,6.57
11941,MLS,22/07/2021,Colorado Rapids,FC Dallas,2.0,0.0,H,1.59,4.58,5.43
11942,MLS,22/07/2021,Real Salt Lake,Los Angeles Galaxy,2.0,2.0,D,1.94,3.79,3.99
11943,MLS,22/07/2021,Portland Timbers,Los Angeles FC,2.0,1.0,H,3.58,4.12,1.97
11944,MLS,23/07/2021,Orlando City,Philadelphia Union,2.0,1.0,H,2.03,3.59,3.87
11945,MLS,23/07/2021,Austin FC,Seattle Sounders,0.0,1.0,A,1.67,4.1,5.31
11946,MLS,24/07/2021,Atlanta Utd,Columbus Crew,0.0,1.0,A,2.12,3.61,3.57
11947,MLS,25/07/2021,Chicago Fire,Toronto FC,1.0,2.0,A,2.1,4.11,3.23
11948,MLS,25/07/2021,Minnesota United,Portland Timbers,2.0,1.0,H,1.59,4.59,5.39
11949,MLS,25/07/2021,FC Dallas,Los Angeles Galaxy,4.0,0.0,H,1.93,3.94,3.89
11950,MLS,25/07/2021,Nashville SC,FC Cincinnati,3.0,0.0,H,1.63,3.97,6.02
11951,MLS,25/07/2021,Real Salt Lake,Colorado Rapids,3.0,0.0,H,2.37,3.37,3.23
11952,MLS,25/07/2021,San Jose Earthquakes,Houston Dynamo,1.0,1.0,D,2.32,3.53,3.2
11953,MLS,25/07/2021,Los Angeles FC,Vancouver Whitecaps,2.0,2.0,D,1.21,7.78,12.53
11954,MLS,25/07/2021,New England Revolution,CF Montreal,2.0,1.0,H,1.45,4.95,7.19
11955,MLS,25/07/2021,New York City,Orlando City,5.0,0.0,H,1.52,4.47,6.58
11956,MLS,26/07/2021,Inter Miami,Philadelphia Union,1.0,1.0,D,2.92,3.47,2.52
11957,MLS,26/07/2021,DC United,New York Red Bulls,1.0,0.0,H,2.44,3.35,3.14
11958,MLS,26/07/2021,Seattle Sounders,Sporting Kansas City,1.0,3.0,A,2.37,3.62,3.03
11959,MLS,29/07/2021,Los Angeles FC,Minnesota United,2.0,2.0,D,1.43,5.26,6.95
11960,MLS,31/07/2021,New York City,Columbus Crew,4.0,1.0,H,1.57,4.25,6.26
11961,MLS,31/07/2021,Orlando City,Atlanta Utd,3.0,2.0,H,1.79,4.03,4.46
11962,MLS,31/07/2021,Los Angeles Galaxy,Portland Timbers,4.0,1.0,H,2.02,3.89,3.6
11963,MLS,31/07/2021,Seattle Sounders,San Jose Earthquakes,0.0,1.0,A,1.72,3.93,5.13
11964,MLS,31/07/2021,New York Red Bulls,New England Revolution,2.0,3.0,A,2.23,3.73,3.2
11965,MLS,01/08/2021,FC Cincinnati,DC United,0.0,0.0,D,2.48,3.31,3.1
11966,MLS,01/08/2021,Inter Miami,CF Montreal,2.0,1.0,H,2.16,3.65,3.43
11967,MLS,01/08/2021,Houston Dynamo,Real Salt Lake,0.0,0.0,D,2.28,3.36,3.43
11968,MLS,01/08/2021,Sporting Kansas City,FC Dallas,1.0,2.0,A,1.57,4.62,5.6
11969,MLS,01/08/2021,Austin FC,Colorado Rapids,0.0,1.0,A,1.95,3.73,4.03
11970,MLS,01/08/2021,Vancouver Whitecaps,Minnesota United,2.0,2.0,D,3.54,3.58,2.14
11971,MLS,01/08/2021,Philadelphia Union,Chicago Fire,1.0,1.0,D,1.54,4.9,5.65
11972,MLS,02/08/2021,Toronto FC,Nashville SC,1.0,1.0,D,2.46,3.43,3.03
11973,MLS,05/08/2021,New England Revolution,Nashville SC,0.0,0.0,D,1.6,4.22,5.89
11974,MLS,05/08/2021,CF Montreal,Atlanta Utd,2.0,2.0,D,1.99,3.87,3.73
11975,MLS,05/08/2021,Columbus Crew,DC United,2.0,4.0,A,2.29,3.33,3.44
11976,MLS,05/08/2021,Philadelphia Union,Toronto FC,3.0,0.0,H,1.63,4.27,5.53
11977,MLS,05/08/2021,Chicago Fire,New York City,0.0,0.0,D,3.78,4.22,1.89
11978,MLS,05/08/2021,New York Red Bulls,FC Cincinnati,0.0,0.0,D,1.66,4.01,5.58
11979,MLS,05/08/2021,Orlando City,Inter Miami,1.0,1.0,D,1.62,4.33,5.48
11980,MLS,05/08/2021,Austin FC,Houston Dynamo,3.0,2.0,H,1.99,3.66,3.97
11981,MLS,05/08/2021,Seattle Sounders,FC Dallas,1.0,1.0,D,1.75,3.99,4.83
11982,MLS,05/08/2021,Los Angeles FC,Sporting Kansas City,1.0,4.0,A,1.76,4.06,4.62
11983,MLS,05/08/2021,Los Angeles Galaxy,Real Salt Lake,1.0,0.0,H,1.81,4.05,4.36
11984,MLS,05/08/2021,Portland Timbers,San Jose Earthquakes,1.0,1.0,D,1.85,3.92,4.29
11985,MLS,08/08/2021,Columbus Crew,Atlanta Utd,2.0,3.0,A,1.99,3.52,4.13
11986,MLS,08/08/2021,FC Cincinnati,Orlando City,1.0,1.0,D,2.46,3.6,2.91
11987,MLS,08/08/2021,Minnesota United,Houston Dynamo,2.0,0.0,H,1.69,4.0,5.29
11988,MLS,08/08/2021,Toronto FC,New York City,2.0,2.0,D,3.55,3.79,2.07
11989,MLS,08/08/2021,FC Dallas,Austin FC,2.0,0.0,H,2.01,3.72,3.83
11990,MLS,08/08/2021,Colorado Rapids,Sporting Kansas City,0.0,0.0,D,1.91,3.97,3.93
11991,MLS,08/08/2021,Portland Timbers,Real Salt Lake,3.0,2.0,H,1.94,3.91,3.85
11992,MLS,08/08/2021,Chicago Fire,New York Red Bulls,2.0,1.0,H,2.76,3.63,2.56
11993,MLS,08/08/2021,Inter Miami,Nashville SC,2.0,1.0,H,2.67,3.14,2.99
11994,MLS,08/08/2021,New England Revolution,Philadelphia Union,2.0,1.0,H,1.6,4.24,5.85
11995,MLS,09/08/2021,San Jose Earthquakes,Los Angeles FC,2.0,1.0,H,3.5,4.02,2.03
11996,MLS,09/08/2021,DC United,CF Montreal,2.0,1.0,H,1.58,4.22,6.23
11997,MLS,09/08/2021,Los Angeles Galaxy,Vancouver Whitecaps,1.0,1.0,D,1.56,4.49,5.91
11998,MLS,14/08/2021,San Jose Earthquakes,Vancouver Whitecaps,0.0,0.0,D,1.7,3.88,5.35
11999,MLS,14/08/2021,Minnesota United,Los Angeles Galaxy,0.0,1.0,A,1.65,4.58,4.81
12000,MLS,15/08/2021,CF Montreal,New York Red Bulls,2.0,1.0,H,2.43,3.52,3.02
12001,MLS,15/08/2021,New York City,Inter Miami,2.0,0.0,H,1.41,4.96,8.09
12002,MLS,15/08/2021,Toronto FC,New England Revolution,1.0,2.0,A,2.79,3.69,2.51
12003,MLS,15/08/2021,FC Dallas,Sporting Kansas City,0.0,2.0,A,2.64,3.49,2.76
12004,MLS,15/08/2021,Houston Dynamo,Colorado Rapids,1.0,3.0,A,2.63,3.31,2.9
12005,MLS,15/08/2021,Real Salt Lake,Austin FC,1.0,0.0,H,1.89,3.77,4.25
12006,MLS,15/08/2021,Atlanta Utd,Los Angeles FC,1.0,0.0,H,2.53,3.8,2.72
12007,MLS,15/08/2021,Chicago Fire,Columbus Crew,1.0,0.0,H,2.4,3.59,3.01
12008,MLS,16/08/2021,Nashville SC,DC United,5.0,2.0,H,2.1,3.33,3.97
12009,MLS,16/08/2021,Portland Timbers,Seattle Sounders,2.0,6.0,A,2.63,3.27,2.93
12010,MLS,18/08/2021,Los Angeles Galaxy,Colorado Rapids,1.0,2.0,A,2.03,3.87,3.6
12011,MLS,18/08/2021,San Jose Earthquakes,Minnesota United,1.0,1.0,D,2.35,3.5,3.16
12012,MLS,19/08/2021,Atlanta Utd,Toronto FC,1.0,0.0,H,1.53,4.8,5.85
12013,MLS,19/08/2021,New England Revolution,DC United,3.0,2.0,H,1.69,4.03,5.24
12014,MLS,19/08/2021,FC Cincinnati,CF Montreal,0.0,0.0,D,2.42,3.54,3.02
12015,MLS,19/08/2021,Inter Miami,Chicago Fire,3.0,2.0,H,2.0,3.62,3.97
12016,MLS,19/08/2021,Philadelphia Union,New York City,1.0,0.0,H,2.51,3.72,2.77
12017,MLS,19/08/2021,New York Red Bulls,Columbus Crew,1.0,0.0,H,1.93,3.57,4.29
12018,MLS,19/08/2021,FC Dallas,Seattle Sounders,0.0,1.0,A,2.09,3.49,3.78
12019,MLS,19/08/2021,Nashville SC,Orlando City,1.0,1.0,D,1.76,3.64,5.38
12020,MLS,19/08/2021,Sporting Kansas City,Portland Timbers,1.0,1.0,D,1.56,4.72,5.56
12021,MLS,19/08/2021,Austin FC,Vancouver Whitecaps,1.0,2.0,A,1.62,4.2,5.74
12022,MLS,19/08/2021,Real Salt Lake,Houston Dynamo,2.0,1.0,H,1.74,3.96,4.97
12023,MLS,21/08/2021,Los Angeles Galaxy,San Jose Earthquakes,1.0,2.0,A,1.79,4.04,4.47
12024,MLS,21/08/2021,Minnesota United,Sporting Kansas City,0.0,0.0,D,2.36,3.7,3.0
12025,MLS,21/08/2021,Columbus Crew,Seattle Sounders,1.0,2.0,A,2.5,3.45,2.96
12026,MLS,22/08/2021,DC United,Atlanta Utd,1.0,2.0,A,2.14,3.54,3.58
12027,MLS,22/08/2021,Inter Miami,Toronto FC,3.0,1.0,H,2.19,3.63,3.38
12028,MLS,22/08/2021,New England Revolution,FC Cincinnati,4.0,1.0,H,1.54,4.45,6.3
12029,MLS,22/08/2021,Orlando City,Chicago Fire,1.0,0.0,H,1.69,4.14,5.08
12030,MLS,22/08/2021,Philadelphia Union,CF Montreal,1.0,1.0,D,1.62,4.2,5.71
12031,MLS,22/08/2021,Houston Dynamo,FC Dallas,2.0,2.0,D,2.23,3.56,3.36
12032,MLS,22/08/2021,Austin FC,Portland Timbers,3.0,1.0,H,2.08,3.67,3.63
12033,MLS,22/08/2021,Colorado Rapids,Real Salt Lake,2.0,1.0,H,1.75,3.98,4.83
12034,MLS,22/08/2021,Vancouver Whitecaps,Los Angeles FC,2.0,1.0,H,4.19,4.13,1.82
12035,MLS,27/08/2021,Columbus Crew,FC Cincinnati,3.0,2.0,H,1.8,3.74,4.84
12036,MLS,28/08/2021,CF Montreal,Toronto FC,3.0,1.0,H,1.97,3.95,3.74
12037,MLS,28/08/2021,Orlando City,Inter Miami,0.0,0.0,D,2.02,3.55,3.97
12038,MLS,28/08/2021,Atlanta Utd,Nashville SC,0.0,2.0,A,2.39,3.39,3.19
12039,MLS,28/08/2021,New York Red Bulls,Chicago Fire,0.0,1.0,A,1.76,3.98,4.7
12040,MLS,29/08/2021,Los Angeles FC,Los Angeles Galaxy,3.0,3.0,D,1.64,4.64,4.89
12041,MLS,29/08/2021,New York City,New England Revolution,2.0,0.0,H,1.65,4.45,5.02
12042,MLS,29/08/2021,DC United,Philadelphia Union,3.0,1.0,H,2.34,3.56,3.13
12043,MLS,29/08/2021,Houston Dynamo,Minnesota United,1.0,2.0,A,2.28,3.52,3.27
12044,MLS,29/08/2021,Sporting Kansas City,Colorado Rapids,1.0,1.0,D,1.93,3.83,3.97
12045,MLS,30/08/2021,Austin FC,FC Dallas,3.0,5.0,A,2.04,3.65,3.78
12046,MLS,30/08/2021,Vancouver Whitecaps,Real Salt Lake,4.0,1.0,H,2.21,3.47,3.49
12047,MLS,30/08/2021,Seattle Sounders,Portland Timbers,0.0,2.0,A,1.68,4.05,5.24
12048,MLS,04/09/2021,Nashville SC,New York City,3.0,1.0,H,2.76,3.37,2.71
12049,MLS,04/09/2021,Philadelphia Union,New England Revolution,0.0,1.0,A,2.63,3.56,2.72
12050,MLS,04/09/2021,Houston Dynamo,Portland Timbers,0.0,2.0,A,2.18,3.78,3.29
12051,MLS,04/09/2021,Los Angeles FC,Sporting Kansas City,4.0,0.0,H,2.37,3.57,3.08
12052,MLS,05/09/2021,Vancouver Whitecaps,Austin FC,2.0,1.0,H,2.14,3.81,3.35
12053,MLS,05/09/2021,Orlando City,Columbus Crew,3.0,2.0,H,1.78,3.8,4.88
12054,MLS,05/09/2021,FC Cincinnati,Inter Miami,0.0,1.0,A,2.61,3.44,2.82
12055,MLS,05/09/2021,Real Salt Lake,FC Dallas,3.0,2.0,H,1.94,3.79,4.0
12056,MLS,05/09/2021,San Jose Earthquakes,Colorado Rapids,0.0,1.0,A,2.48,3.54,2.92
12057,MLS,11/09/2021,Atlanta Utd,Orlando City,3.0,0.0,H,2.53,3.65,2.79
12058,MLS,11/09/2021,Vancouver Whitecaps,Portland Timbers,0.0,1.0,A,2.33,3.7,3.05
12059,MLS,11/09/2021,Colorado Rapids,Los Angeles Galaxy,1.0,1.0,D,1.75,4.22,4.54
12060,MLS,11/09/2021,Seattle Sounders,Minnesota United,1.0,0.0,H,2.05,3.52,3.9
12061,MLS,12/09/2021,New England Revolution,New York City,2.0,1.0,H,2.67,3.61,2.66
12062,MLS,12/09/2021,New York Red Bulls,DC United,1.0,1.0,D,2.29,3.55,3.22
12063,MLS,12/09/2021,CF Montreal,Nashville SC,0.0,1.0,A,2.29,3.46,3.32
12064,MLS,12/09/2021,FC Cincinnati,Toronto FC,2.0,0.0,H,2.04,3.91,3.53
12065,MLS,12/09/2021,Inter Miami,Columbus Crew,1.0,0.0,H,1.95,3.51,4.3
12066,MLS,12/09/2021,FC Dallas,San Jose Earthquakes,1.0,1.0,D,1.98,3.85,3.79
12067,MLS,12/09/2021,Houston Dynamo,Austin FC,3.0,0.0,H,2.03,3.82,3.63
12068,MLS,12/09/2021,Sporting Kansas City,Chicago Fire,2.0,0.0,H,1.63,4.33,5.35
12069,MLS,13/09/2021,Los Angeles FC,Real Salt Lake,3.0,2.0,H,1.51,4.66,6.4
12070,MLS,15/09/2021,Columbus Crew,New York Red Bulls,2.0,1.0,H,2.15,3.62,3.5
12071,MLS,15/09/2021,New York City,FC Dallas,3.0,3.0,D,1.43,5.14,7.12
12072,MLS,15/09/2021,Toronto FC,Inter Miami,0.0,1.0,A,2.1,3.58,3.68
12073,MLS,16/09/2021,Atlanta Utd,FC Cincinnati,4.0,0.0,H,1.42,5.23,7.22
12074,MLS,16/09/2021,DC United,Chicago Fire,3.0,0.0,H,1.57,4.54,5.75
12075,MLS,16/09/2021,Orlando City,CF Montreal,2.0,4.0,A,1.84,4.05,4.16
12076,MLS,16/09/2021,Sporting Kansas City,Minnesota United,4.0,0.0,H,1.89,3.84,4.16
12077,MLS,16/09/2021,Austin FC,Los Angeles FC,1.0,2.0,A,3.01,3.79,2.32
12078,MLS,16/09/2021,Portland Timbers,Colorado Rapids,2.0,2.0,D,2.32,3.54,3.18
12079,MLS,16/09/2021,Los Angeles Galaxy,Houston Dynamo,1.0,1.0,D,1.76,4.06,4.63
12080,MLS,16/09/2021,San Jose Earthquakes,Real Salt Lake,3.0,4.0,A,2.18,3.47,3.57
12081,MLS,18/09/2021,Inter Miami,New York Red Bulls,0.0,4.0,A,2.17,3.37,3.7
12082,MLS,18/09/2021,Atlanta Utd,DC United,3.0,2.0,H,2.11,3.66,3.56
12083,MLS,19/09/2021,New England Revolution,Columbus Crew,1.0,1.0,D,1.38,5.41,7.99
12084,MLS,19/09/2021,FC Cincinnati,New York City,1.0,2.0,A,4.73,4.2,1.72
12085,MLS,19/09/2021,Toronto FC,Nashville SC,2.0,1.0,H,3.43,3.39,2.27
12086,MLS,19/09/2021,Austin FC,San Jose Earthquakes,3.0,4.0,A,2.07,4.08,3.33
12087,MLS,19/09/2021,Minnesota United,Los Angeles Galaxy,3.0,0.0,H,1.82,4.04,4.3
12088,MLS,19/09/2021,Houston Dynamo,FC Dallas,3.0,2.0,H,2.22,3.68,3.26
12089,MLS,19/09/2021,Real Salt Lake,Seattle Sounders,1.0,0.0,H,2.29,3.53,3.25
12090,MLS,19/09/2021,CF Montreal,Chicago Fire,2.0,0.0,H,1.69,4.4,4.72
12091,MLS,19/09/2021,Philadelphia Union,Orlando City,3.0,1.0,H,1.65,4.16,5.43
12092,MLS,20/09/2021,Portland Timbers,Los Angeles FC,2.0,1.0,H,2.55,3.66,2.77
12093,MLS,20/09/2021,Colorado Rapids,Vancouver Whitecaps,1.0,1.0,D,1.6,4.18,5.96
12094,MLS,23/09/2021,Inter Miami,Nashville SC,1.0,5.0,A,3.61,3.26,2.25
12095,MLS,23/09/2021,Chicago Fire,New England Revolution,2.0,3.0,A,2.45,3.64,2.9
12096,MLS,23/09/2021,New York Red Bulls,New York City,1.0,1.0,D,3.07,3.59,2.36
12097,MLS,25/09/2021,Philadelphia Union,Atlanta Utd,1.0,0.0,H,1.93,3.84,4.01
12098,MLS,26/09/2021,New England Revolution,Orlando City,2.0,1.0,H,1.6,4.61,5.35
12099,MLS,26/09/2021,Columbus Crew,CF Montreal,2.0,1.0,H,2.32,3.58,3.15
12100,MLS,26/09/2021,DC United,FC Cincinnati,4.0,2.0,H,1.48,4.82,6.73
12101,MLS,26/09/2021,Colorado Rapids,Toronto FC,0.0,0.0,D,1.45,5.14,6.73
12102,MLS,26/09/2021,Minnesota United,Houston Dynamo,2.0,0.0,H,1.79,3.93,4.6
12103,MLS,26/09/2021,New York City,New York Red Bulls,0.0,1.0,A,1.71,3.9,5.28
12104,MLS,26/09/2021,San Jose Earthquakes,Los Angeles FC,2.0,0.0,H,2.67,3.58,2.67
12105,MLS,26/09/2021,Vancouver Whitecaps,FC Dallas,1.0,0.0,H,2.31,3.61,3.15
12106,MLS,26/09/2021,Portland Timbers,Real Salt Lake,6.0,1.0,H,2.01,3.94,3.59
12107,MLS,26/09/2021,Chicago Fire,Nashville SC,0.0,0.0,D,2.77,3.3,2.76
12108,MLS,27/09/2021,Sporting Kansas City,Seattle Sounders,1.0,2.0,A,2.04,3.56,3.89
12109,MLS,27/09/2021,Austin FC,Los Angeles Galaxy,2.0,0.0,H,2.84,3.95,2.37
12110,MLS,30/09/2021,Atlanta Utd,Inter Miami,1.0,0.0,H,1.5,4.61,6.72
12111,MLS,30/09/2021,Toronto FC,FC Cincinnati,3.0,2.0,H,1.85,3.96,4.2
12112,MLS,30/09/2021,CF Montreal,New England Revolution,1.0,4.0,A,3.05,3.79,2.29
12113,MLS,30/09/2021,DC United,Minnesota United,3.0,1.0,H,1.63,4.19,5.6
12114,MLS,30/09/2021,New York Red Bulls,Philadelphia Union,1.0,1.0,D,2.38,3.23,3.35
12115,MLS,30/09/2021,Chicago Fire,New York City,2.0,0.0,H,3.35,3.6,2.22
12116,MLS,30/09/2021,FC Dallas,Sporting Kansas City,1.0,3.0,A,2.16,3.9,3.25
12117,MLS,30/09/2021,Nashville SC,Orlando City,2.0,2.0,D,1.7,3.86,5.45
12118,MLS,30/09/2021,Colorado Rapids,Austin FC,3.0,0.0,H,1.43,4.99,7.48
12119,MLS,30/09/2021,Houston Dynamo,Vancouver Whitecaps,0.0,0.0,D,1.76,3.96,4.75
12120,MLS,30/09/2021,Real Salt Lake,Los Angeles Galaxy,2.0,1.0,H,2.16,3.79,3.33
12121,MLS,30/09/2021,Los Angeles FC,Portland Timbers,1.0,2.0,A,1.71,4.38,4.58
12122,MLS,30/09/2021,San Jose Earthquakes,Seattle Sounders,1.0,3.0,A,2.75,3.2,2.84
12123,MLS,02/10/2021,Austin FC,Real Salt Lake,2.0,1.0,H,2.19,3.87,3.19
12124,MLS,03/10/2021,CF Montreal,Atlanta Utd,2.0,1.0,H,2.09,3.71,3.56
12125,MLS,03/10/2021,FC Cincinnati,New York Red Bulls,0.0,1.0,A,3.4,3.6,2.19
12126,MLS,03/10/2021,Orlando City,DC United,2.0,1.0,H,2.37,3.72,2.97
12127,MLS,03/10/2021,FC Dallas,Minnesota United,0.0,0.0,D,2.15,3.67,3.45
12128,MLS,03/10/2021,Vancouver Whitecaps,San Jose Earthquakes,3.0,0.0,H,2.16,3.73,3.37
12129,MLS,03/10/2021,New York City,Nashville SC,0.0,0.0,D,1.92,3.68,4.25
12130,MLS,03/10/2021,Philadelphia Union,Columbus Crew,3.0,0.0,H,1.78,3.88,4.77
12131,MLS,03/10/2021,Sporting Kansas City,Houston Dynamo,4.0,2.0,H,1.66,4.13,5.39
12132,MLS,03/10/2021,Toronto FC,Chicago Fire,3.0,1.0,H,1.95,4.04,3.72
12133,MLS,03/10/2021,Portland Timbers,Inter Miami,1.0,0.0,H,1.83,3.87,4.46
12134,MLS,04/10/2021,Los Angeles Galaxy,Los Angeles FC,1.0,1.0,D,2.35,3.81,2.95
12135,MLS,04/10/2021,Seattle Sounders,Colorado Rapids,3.0,0.0,H,2.2,3.22,3.79
12136,MLS,09/10/2021,New York Red Bulls,Inter Miami,1.0,0.0,H,1.53,4.21,7.19
12137,MLS,10/10/2021,FC Cincinnati,Philadelphia Union,1.0,2.0,A,2.96,3.52,2.46
12138,MLS,10/10/2021,Seattle Sounders,Vancouver Whitecaps,4.0,1.0,H,1.84,3.49,5.0
12139,MLS,10/10/2021,Minnesota United,Colorado Rapids,1.0,3.0,A,2.0,3.69,3.88
12140,MLS,16/10/2021,CF Montreal,Philadelphia Union,2.0,2.0,D,2.33,3.47,3.23
12141,MLS,16/10/2021,Los Angeles FC,San Jose Earthquakes,3.0,1.0,H,1.61,4.39,5.51
12142,MLS,16/10/2021,Columbus Crew,Inter Miami,4.0,0.0,H,1.66,3.99,5.61
12143,MLS,17/10/2021,New England Revolution,Chicago Fire,2.0,2.0,D,1.39,5.57,7.49
12144,MLS,17/10/2021,DC United,Nashville SC,0.0,0.0,D,2.12,3.37,3.86
12145,MLS,17/10/2021,FC Cincinnati,Orlando City,0.0,1.0,A,3.47,3.63,2.15
12146,MLS,17/10/2021,Toronto FC,Atlanta Utd,0.0,2.0,A,2.4,3.68,2.94
12147,MLS,17/10/2021,Houston Dynamo,Seattle Sounders,2.0,1.0,H,2.5,3.44,2.96
12148,MLS,17/10/2021,Austin FC,Minnesota United,0.0,1.0,A,2.55,3.46,2.89
12149,MLS,17/10/2021,Real Salt Lake,Colorado Rapids,3.0,1.0,H,2.73,3.48,2.67
12150,MLS,17/10/2021,Los Angeles Galaxy,Portland Timbers,2.0,1.0,H,1.87,3.89,4.2
12151,MLS,17/10/2021,New York Red Bulls,New York City,1.0,0.0,H,2.78,3.34,2.71
12152,MLS,18/10/2021,Vancouver Whitecaps,Sporting Kansas City,2.0,1.0,H,2.84,3.8,2.43
12153,MLS,21/10/2021,Atlanta Utd,New York City,1.0,1.0,D,2.55,3.43,2.9
12154,MLS,21/10/2021,DC United,New England Revolution,2.0,3.0,A,2.51,3.73,2.78
12155,MLS,21/10/2021,FC Cincinnati,Chicago Fire,3.0,4.0,A,2.66,3.68,2.63
12156,MLS,21/10/2021,Inter Miami,Toronto FC,3.0,0.0,H,2.21,3.8,3.2
12157,MLS,21/10/2021,Orlando City,CF Montreal,1.0,1.0,D,1.82,3.95,4.39
12158,MLS,21/10/2021,FC Dallas,Los Angeles FC,2.0,3.0,A,3.06,3.62,2.35
12159,MLS,21/10/2021,Minnesota United,Philadelphia Union,3.0,2.0,H,2.31,3.48,3.25
12160,MLS,21/10/2021,Houston Dynamo,Los Angeles Galaxy,0.0,3.0,A,2.51,3.65,2.81
12161,MLS,21/10/2021,Nashville SC,Columbus Crew,1.0,1.0,D,1.89,3.32,5.0
