,league,date,home,away,home_goals,away_goals,result,home_odds,draw_odds,away_odds
250,Liga Profesional ,29/03/2013,Colon Santa FE,Tigre,3.0,2.0,H,2.14,3.36,3.85
251,Liga Profesional ,30/03/2013,Belgrano,Arsenal Sarandi,1.0,1.0,D,2.5,2.97,3.44
252,Liga Profesional ,30/03/2013,Argentinos Jrs,All Boys,1.0,0.0,H,2.54,3.13,3.2
253,Liga Profesional ,30/03/2013,River Plate,Velez Sarsfield,0.0,0.0,D,2.43,3.09,3.45
254,Liga Profesional ,30/03/2013,Estudiantes L.P.,Racing Club,0.0,1.0,A,2.23,3.22,3.75
255,Liga Profesional ,31/03/2013,Independiente,Boca Juniors,1.0,1.0,D,2.45,3.07,3.45
256,Liga Profesional ,31/03/2013,San Martin S.J.,Godoy Cruz,2.0,3.0,A,2.87,3.11,2.81
257,Liga Profesional ,31/03/2013,Atl. Rafaela,Union de Santa Fe,1.0,0.0,H,2.06,3.37,4.11
258,Liga Profesional ,31/03/2013,San Lorenzo,Newells Old Boys,0.0,1.0,A,2.36,3.11,3.56
259,Liga Profesional ,01/04/2013,Lanus,Quilmes,2.0,2.0,D,1.75,3.66,5.52
260,Liga Profesional ,06/04/2013,All Boys,Independiente,2.0,0.0,H,2.9,3.15,2.75
261,Liga Profesional ,06/04/2013,Tigre,Atl. Rafaela,1.0,3.0,A,2.2,3.38,3.63
262,Liga Profesional ,06/04/2013,Velez Sarsfield,San Lorenzo,1.0,1.0,D,2.02,3.26,4.49
263,Liga Profesional ,06/04/2013,Union de Santa Fe,Argentinos Jrs,0.0,0.0,D,2.18,3.21,3.93
264,Liga Profesional ,06/04/2013,Godoy Cruz,Belgrano,0.0,0.0,D,2.27,3.13,3.74
265,Liga Profesional ,07/04/2013,Quilmes,San Martin S.J.,0.0,0.0,D,2.04,3.36,4.21
266,Liga Profesional ,07/04/2013,Racing Club,River Plate,0.0,2.0,A,2.49,3.01,3.41
267,Liga Profesional ,07/04/2013,Newells Old Boys,Colon Santa FE,1.0,2.0,A,2.21,3.15,3.95
268,Liga Profesional ,08/04/2013,Boca Juniors,Lanus,0.0,0.0,D,3.46,3.18,2.36
269,Liga Profesional ,09/04/2013,Arsenal Sarandi,Estudiantes L.P.,1.0,0.0,H,2.22,3.4,3.53
270,Liga Profesional ,12/04/2013,Independiente,Union de Santa Fe,1.0,1.0,D,1.81,3.67,5.05
271,Liga Profesional ,13/04/2013,Argentinos Jrs,Atl. Rafaela,0.0,0.0,D,2.21,3.18,3.86
272,Liga Profesional ,13/04/2013,San Martin S.J.,Boca Juniors,6.0,1.0,H,2.61,3.26,2.98
273,Liga Profesional ,13/04/2013,San Lorenzo,Racing Club,1.0,4.0,A,2.36,3.05,3.66
274,Liga Profesional ,14/04/2013,Lanus,All Boys,2.0,1.0,H,1.66,3.77,6.3
275,Liga Profesional ,14/04/2013,Estudiantes L.P.,Godoy Cruz,0.0,0.0,D,1.83,3.24,3.96
276,Liga Profesional ,14/04/2013,Colon Santa FE,Velez Sarsfield,2.0,1.0,H,2.41,3.21,3.34
277,Liga Profesional ,14/04/2013,Newells Old Boys,Tigre,3.0,1.0,H,1.83,3.53,5.11
278,Liga Profesional ,15/04/2013,River Plate,Arsenal Sarandi,1.0,1.0,D,1.87,3.38,5.14
279,Liga Profesional ,16/04/2013,Belgrano,Quilmes,3.0,0.0,H,2.06,3.28,4.15
280,Liga Profesional ,19/04/2013,Velez Sarsfield,Newells Old Boys,1.0,3.0,A,2.8,3.03,2.96
281,Liga Profesional ,20/04/2013,Racing Club,Colon Santa FE,1.0,1.0,D,2.18,3.29,3.78
282,Liga Profesional ,20/04/2013,All Boys,San Martin S.J.,1.0,1.0,D,2.2,3.21,3.85
283,Liga Profesional ,21/04/2013,Quilmes,Estudiantes L.P.,1.0,0.0,H,2.7,3.18,2.93
284,Liga Profesional ,21/04/2013,Atl. Rafaela,Independiente,2.0,0.0,H,2.49,3.18,3.24
285,Liga Profesional ,21/04/2013,Arsenal Sarandi,San Lorenzo,1.0,3.0,A,2.47,3.03,3.44
286,Liga Profesional ,21/04/2013,Boca Juniors,Belgrano,0.0,0.0,D,2.5,3.1,3.29
287,Liga Profesional ,22/04/2013,Godoy Cruz,River Plate,1.0,2.0,A,2.83,3.17,2.8
288,Liga Profesional ,22/04/2013,Union de Santa Fe,Lanus,0.0,0.0,D,4.25,3.19,2.09
289,Liga Profesional ,23/04/2013,Tigre,Argentinos Jrs,1.0,0.0,H,2.47,3.22,3.21
290,Liga Profesional ,27/04/2013,Estudiantes L.P.,Boca Juniors,1.0,0.0,H,2.08,3.27,4.2
291,Liga Profesional ,27/04/2013,San Lorenzo,Godoy Cruz,1.0,1.0,D,1.86,3.45,4.99
292,Liga Profesional ,27/04/2013,Colon Santa FE,Arsenal Sarandi,1.0,0.0,H,2.18,3.26,3.82
293,Liga Profesional ,28/04/2013,San Martin S.J.,Union de Santa Fe,3.0,1.0,H,2.06,3.49,3.93
294,Liga Profesional ,28/04/2013,Independiente,Argentinos Jrs,3.0,1.0,H,2.14,3.12,4.21
295,Liga Profesional ,28/04/2013,Newells Old Boys,Racing Club,4.0,3.0,H,1.96,3.24,4.82
296,Liga Profesional ,29/04/2013,River Plate,Quilmes,1.0,1.0,D,2.0,3.28,4.5
297,Liga Profesional ,29/04/2013,Belgrano,All Boys,0.0,1.0,A,2.25,3.11,3.81
298,Liga Profesional ,30/04/2013,Lanus,Atl. Rafaela,1.0,1.0,D,1.64,3.78,6.67
299,Liga Profesional ,03/05/2013,Godoy Cruz,Colon Santa FE,3.0,0.0,H,2.33,3.24,3.46
300,Liga Profesional ,04/05/2013,Quilmes,San Lorenzo,1.0,2.0,A,2.73,3.01,3.06
301,Liga Profesional ,04/05/2013,Union de Santa Fe,Belgrano,1.0,1.0,D,3.22,3.06,2.56
302,Liga Profesional ,04/05/2013,Argentinos Jrs,Lanus,1.0,2.0,A,4.78,3.32,1.94
303,Liga Profesional ,05/05/2013,Racing Club,Velez Sarsfield,0.0,0.0,D,2.8,3.26,2.77
304,Liga Profesional ,05/05/2013,Tigre,Independiente,0.0,2.0,A,2.37,3.18,3.47
305,Liga Profesional ,05/05/2013,Boca Juniors,River Plate,1.0,1.0,D,3.2,3.13,2.5
306,Liga Profesional ,06/05/2013,Atl. Rafaela,San Martin S.J.,2.0,1.0,H,2.25,3.3,3.58
307,Liga Profesional ,06/05/2013,All Boys,Estudiantes L.P.,0.0,0.0,D,2.74,3.1,2.98
308,Liga Profesional ,07/05/2013,Arsenal Sarandi,Newells Old Boys,2.0,0.0,H,3.25,3.24,2.46
309,Liga Profesional ,09/05/2013,Velez Sarsfield,Tigre,1.0,2.0,A,1.72,3.68,5.74
310,Liga Profesional ,11/05/2013,Belgrano,Atl. Rafaela,0.0,0.0,D,2.19,3.09,4.08
311,Liga Profesional ,11/05/2013,San Lorenzo,Boca Juniors,3.0,0.0,H,1.91,3.47,4.67
312,Liga Profesional ,11/05/2013,Newells Old Boys,Godoy Cruz,3.0,1.0,H,1.79,3.66,5.2
313,Liga Profesional ,11/05/2013,Velez Sarsfield,Arsenal Sarandi,2.0,2.0,D,2.63,3.04,3.17
314,Liga Profesional ,12/05/2013,Racing Club,Tigre,2.0,0.0,H,1.85,3.53,4.97
315,Liga Profesional ,12/05/2013,Lanus,Independiente,0.0,0.0,D,1.72,3.75,5.62
316,Liga Profesional ,12/05/2013,San Martin S.J.,Argentinos Jrs,2.0,1.0,H,2.04,3.34,4.23
317,Liga Profesional ,12/05/2013,Colon Santa FE,Quilmes,0.0,3.0,A,2.12,3.19,4.12
318,Liga Profesional ,13/05/2013,River Plate,All Boys,2.0,0.0,H,1.9,3.29,5.11
319,Liga Profesional ,14/05/2013,Estudiantes L.P.,Union de Santa Fe,1.0,0.0,H,1.84,3.58,4.93
320,Liga Profesional ,18/05/2013,Arsenal Sarandi,Racing Club,1.0,0.0,H,2.39,3.26,3.33
321,Liga Profesional ,18/05/2013,Atl. Rafaela,Estudiantes L.P.,0.0,2.0,A,2.56,3.16,3.13
322,Liga Profesional ,18/05/2013,Godoy Cruz,Velez Sarsfield,3.0,1.0,H,2.74,3.04,3.01
323,Liga Profesional ,18/05/2013,Quilmes,Newells Old Boys,1.0,1.0,D,3.0,3.03,2.76
324,Liga Profesional ,19/05/2013,Boca Juniors,Colon Santa FE,1.0,0.0,H,2.44,3.16,3.33
325,Liga Profesional ,19/05/2013,Independiente,San Martin S.J.,3.0,1.0,H,2.12,3.34,3.91
326,Liga Profesional ,19/05/2013,Union de Santa Fe,River Plate,2.0,2.0,D,4.48,3.24,2.02
327,Liga Profesional ,20/05/2013,All Boys,San Lorenzo,0.0,3.0,A,3.44,3.11,2.41
328,Liga Profesional ,20/05/2013,Argentinos Jrs,Belgrano,1.0,3.0,A,2.91,3.07,2.81
329,Liga Profesional ,21/05/2013,Tigre,Lanus,0.0,0.0,D,4.07,3.3,2.09
330,Liga Profesional ,24/05/2013,Colon Santa FE,All Boys,2.0,0.0,H,2.18,3.25,3.88
331,Liga Profesional ,25/05/2013,Velez Sarsfield,Quilmes,2.0,0.0,H,2.24,3.26,3.65
332,Liga Profesional ,26/05/2013,Belgrano,Independiente,0.0,0.0,D,2.43,3.1,3.41
333,Liga Profesional ,26/05/2013,Racing Club,Godoy Cruz,1.0,1.0,D,2.18,3.29,3.79
334,Liga Profesional ,26/05/2013,San Martin S.J.,Lanus,3.0,1.0,H,3.39,3.22,2.37
335,Liga Profesional ,26/05/2013,River Plate,Atl. Rafaela,3.0,0.0,H,1.61,3.86,6.88
336,Liga Profesional ,27/05/2013,Newells Old Boys,Boca Juniors,4.0,0.0,H,1.65,3.7,6.83
337,Liga Profesional ,27/05/2013,Arsenal Sarandi,Tigre,3.0,2.0,H,1.99,3.35,4.46
338,Liga Profesional ,27/05/2013,Estudiantes L.P.,Argentinos Jrs,0.0,0.0,D,1.69,3.79,5.9
339,Liga Profesional ,28/05/2013,San Lorenzo,Union de Santa Fe,4.0,2.0,H,1.57,4.09,6.95
340,Liga Profesional ,01/06/2013,Quilmes,Racing Club,1.0,0.0,H,1.55,4.04,7.51
341,Liga Profesional ,01/06/2013,Independiente,Estudiantes L.P.,0.0,0.0,D,2.15,3.22,4.03
342,Liga Profesional ,01/06/2013,Godoy Cruz,Arsenal Sarandi,3.0,0.0,H,2.25,3.18,3.77
343,Liga Profesional ,02/06/2013,Atl. Rafaela,San Lorenzo,0.0,0.0,D,3.57,3.17,2.34
344,Liga Profesional ,02/06/2013,Union de Santa Fe,Colon Santa FE,1.0,0.0,H,4.09,3.17,2.15
345,Liga Profesional ,02/06/2013,Lanus,Belgrano,0.0,0.0,D,1.82,3.48,5.34
346,Liga Profesional ,02/06/2013,Boca Juniors,Velez Sarsfield,1.0,1.0,D,2.77,3.14,2.89
347,Liga Profesional ,03/06/2013,Argentinos Jrs,River Plate,2.0,0.0,H,5.48,3.53,1.79
348,Liga Profesional ,03/06/2013,Tigre,San Martin S.J.,1.0,3.0,A,2.54,3.15,3.18
349,Liga Profesional ,04/06/2013,All Boys,Newells Old Boys,2.0,1.0,H,5.04,3.42,1.87
350,Liga Profesional ,08/06/2013,Belgrano,San Martin S.J.,0.0,2.0,A,2.45,3.14,3.35
351,Liga Profesional ,08/06/2013,Arsenal Sarandi,Quilmes,1.0,2.0,A,2.54,3.16,3.19
352,Liga Profesional ,08/06/2013,Godoy Cruz,Tigre,0.0,1.0,A,1.78,3.67,5.23
353,Liga Profesional ,09/06/2013,River Plate,Independiente,2.0,1.0,H,1.79,3.58,5.38
354,Liga Profesional ,09/06/2013,Colon Santa FE,Atl. Rafaela,2.0,2.0,D,2.39,3.18,3.43
355,Liga Profesional ,10/06/2013,Racing Club,Boca Juniors,2.0,0.0,H,2.67,3.09,3.06
356,Liga Profesional ,10/06/2013,Newells Old Boys,Union de Santa Fe,5.0,0.0,H,1.3,5.48,13.2
357,Liga Profesional ,11/06/2013,San Lorenzo,Argentinos Jrs,1.0,1.0,D,1.72,3.77,5.54
358,Liga Profesional ,12/06/2013,Velez Sarsfield,All Boys,0.0,0.0,D,1.8,3.4,5.7
359,Liga Profesional ,15/06/2013,Tigre,Belgrano,0.0,0.0,D,2.41,3.21,3.34
360,Liga Profesional ,15/06/2013,Argentinos Jrs,Colon Santa FE,1.0,0.0,H,1.92,3.35,4.84
361,Liga Profesional ,15/06/2013,Independiente,San Lorenzo,0.0,1.0,A,2.5,3.13,3.28
362,Liga Profesional ,15/06/2013,San Martin S.J.,Estudiantes L.P.,2.0,0.0,H,2.09,3.22,4.22
363,Liga Profesional ,16/06/2013,Union de Santa Fe,Velez Sarsfield,1.0,1.0,D,4.34,3.21,2.06
364,Liga Profesional ,16/06/2013,All Boys,Racing Club,0.0,1.0,A,2.67,2.98,3.18
365,Liga Profesional ,16/06/2013,Atl. Rafaela,Newells Old Boys,0.0,3.0,A,4.61,3.35,1.94
366,Liga Profesional ,16/06/2013,Boca Juniors,Arsenal Sarandi,1.0,0.0,H,1.99,3.44,4.32
367,Liga Profesional ,17/06/2013,Lanus,River Plate,5.0,1.0,H,2.7,3.0,3.1
368,Liga Profesional ,18/06/2013,Quilmes,Godoy Cruz,0.0,0.0,D,2.2,3.19,3.86
369,Liga Profesional ,19/06/2013,Estudiantes L.P.,Lanus,2.0,0.0,H,3.65,3.01,2.39
370,Liga Profesional ,22/06/2013,Racing Club,Union de Santa Fe,3.0,0.0,H,1.58,3.94,7.11
371,Liga Profesional ,22/06/2013,Estudiantes L.P.,Belgrano,1.0,1.0,D,2.45,3.05,3.44
372,Liga Profesional ,22/06/2013,Tigre,Quilmes,2.0,3.0,A,2.35,3.2,3.45
373,Liga Profesional ,23/06/2013,Colon Santa FE,Independiente,1.0,1.0,D,2.04,3.33,4.19
374,Liga Profesional ,23/06/2013,Newells Old Boys,Argentinos Jrs,0.0,1.0,A,2.14,3.31,3.9
375,Liga Profesional ,23/06/2013,River Plate,San Martin S.J.,3.0,1.0,H,2.56,3.32,2.99
376,Liga Profesional ,23/06/2013,Velez Sarsfield,Atl. Rafaela,2.0,1.0,H,2.14,3.12,4.2
377,Liga Profesional ,23/06/2013,Arsenal Sarandi,All Boys,4.0,0.0,H,2.06,3.25,4.3
378,Liga Profesional ,23/06/2013,San Lorenzo,Lanus,2.0,2.0,D,2.29,3.2,3.62
379,Liga Profesional ,24/06/2013,Godoy Cruz,Boca Juniors,1.0,1.0,D,2.08,3.38,4.03
380,Liga Profesional ,29/06/2013,Velez Sarsfield,Newells Old Boys,1.0,0.0,H,3.12,3.09,2.63
381,Liga Profesional ,02/08/2013,Godoy Cruz,Argentinos Jrs,3.0,1.0,H,1.83,3.47,5.28
382,Liga Profesional ,03/08/2013,Arsenal Sarandi,Estudiantes L.P.,1.0,1.0,D,3.07,2.95,2.76
383,Liga Profesional ,03/08/2013,All Boys,Atl. Rafaela,1.0,1.0,D,2.1,3.19,4.19
384,Liga Profesional ,03/08/2013,Tigre,Velez Sarsfield,1.0,2.0,A,3.5,3.25,2.31
385,Liga Profesional ,04/08/2013,Colon Santa FE,Racing Club,1.0,1.0,D,3.2,3.22,2.48
386,Liga Profesional ,04/08/2013,San Lorenzo,Olimpo Bahia Blanca,2.0,1.0,H,1.59,3.87,7.28
387,Liga Profesional ,04/08/2013,Lanus,Belgrano,3.0,0.0,H,1.85,3.34,5.35
388,Liga Profesional ,04/08/2013,Gimnasia L.P.,River Plate,1.0,0.0,H,2.77,2.9,3.13
389,Liga Profesional ,05/08/2013,Rosario Central,Quilmes,2.0,0.0,H,1.86,3.4,5.15
390,Liga Profesional ,07/08/2013,Argentinos Jrs,Colon Santa FE,2.0,0.0,H,2.56,3.08,3.22
391,Liga Profesional ,07/08/2013,Belgrano,Boca Juniors,1.0,2.0,A,2.69,2.94,3.17
392,Liga Profesional ,08/08/2013,Estudiantes L.P.,All Boys,1.0,0.0,H,1.96,3.26,4.8
393,Liga Profesional ,08/08/2013,Atl. Rafaela,Lanus,2.0,1.0,H,3.89,3.33,2.13
394,Liga Profesional ,08/08/2013,Quilmes,Godoy Cruz,1.0,0.0,H,2.91,3.12,2.76
395,Liga Profesional ,09/08/2013,Velez Sarsfield,Arsenal Sarandi,0.0,0.0,D,1.83,3.42,5.39
396,Liga Profesional ,09/08/2013,Olimpo Bahia Blanca,Tigre,0.0,0.0,D,2.31,3.08,3.74
397,Liga Profesional ,09/08/2013,Racing Club,San Lorenzo,0.0,3.0,A,3.01,3.06,2.74
398,Liga Profesional ,10/08/2013,River Plate,Rosario Central,1.0,0.0,H,1.98,3.19,4.8
399,Liga Profesional ,13/08/2013,Boca Juniors,Newells Old Boys,2.0,3.0,A,2.18,3.1,4.09
400,Liga Profesional ,16/08/2013,Arsenal Sarandi,Olimpo Bahia Blanca,3.0,1.0,H,1.97,3.33,4.59
401,Liga Profesional ,17/08/2013,Colon Santa FE,Quilmes,1.0,0.0,H,2.33,3.02,3.78
402,Liga Profesional ,17/08/2013,Gimnasia L.P.,Rosario Central,3.0,1.0,H,2.49,2.95,3.51
403,Liga Profesional ,18/08/2013,San Lorenzo,Argentinos Jrs,0.0,3.0,A,1.61,3.84,6.84
404,Liga Profesional ,18/08/2013,Newells Old Boys,Belgrano,0.0,0.0,D,1.92,3.21,5.22
405,Liga Profesional ,18/08/2013,Tigre,Racing Club,3.0,1.0,H,3.01,3.08,2.72
406,Liga Profesional ,18/08/2013,Boca Juniors,Atl. Rafaela,2.0,1.0,H,1.71,3.7,5.84
407,Liga Profesional ,19/08/2013,Godoy Cruz,River Plate,0.0,0.0,D,2.45,3.06,3.45
408,Liga Profesional ,19/08/2013,All Boys,Velez Sarsfield,1.0,1.0,D,3.21,3.01,2.64
409,Liga Profesional ,20/08/2013,Lanus,Estudiantes L.P.,1.0,1.0,D,1.88,3.27,5.35
410,Liga Profesional ,23/08/2013,Belgrano,Gimnasia L.P.,1.0,2.0,A,2.63,2.89,3.34
411,Liga Profesional ,23/08/2013,Atl. Rafaela,Newells Old Boys,0.0,2.0,A,3.87,3.16,2.22
412,Liga Profesional ,24/08/2013,Racing Club,Arsenal Sarandi,0.0,2.0,A,2.27,3.21,3.62
413,Liga Profesional ,24/08/2013,Velez Sarsfield,Lanus,0.0,0.0,D,2.63,3.03,3.15
414,Liga Profesional ,24/08/2013,Argentinos Jrs,Tigre,1.0,0.0,H,2.5,3.17,3.22
415,Liga Profesional ,24/08/2013,Rosario Central,Godoy Cruz,1.0,0.0,H,2.15,3.29,3.84
416,Liga Profesional ,25/08/2013,Olimpo Bahia Blanca,All Boys,1.0,1.0,D,2.52,2.98,3.41
417,Liga Profesional ,25/08/2013,River Plate,Colon Santa FE,1.0,2.0,A,1.71,3.55,6.33
418,Liga Profesional ,26/08/2013,Estudiantes L.P.,Boca Juniors,2.0,0.0,H,2.48,3.03,3.44
419,Liga Profesional ,27/08/2013,Quilmes,San Lorenzo,3.0,2.0,H,3.8,3.08,2.29
420,Liga Profesional ,27/08/2013,Newells Old Boys,Gimnasia L.P.,3.0,0.0,H,1.94,3.42,4.6
421,Liga Profesional ,31/08/2013,Newells Old Boys,Estudiantes L.P.,1.0,1.0,D,1.9,3.27,5.16
422,Liga Profesional ,31/08/2013,Tigre,Quilmes,0.0,1.0,A,2.42,3.1,3.45
423,Liga Profesional ,01/09/2013,All Boys,Racing Club,1.0,0.0,H,2.47,3.05,3.41
424,Liga Profesional ,01/09/2013,Gimnasia L.P.,Godoy Cruz,0.0,0.0,D,2.07,3.29,4.2
425,Liga Profesional ,01/09/2013,Colon Santa FE,Rosario Central,2.0,1.0,H,3.04,2.97,2.78
426,Liga Profesional ,01/09/2013,Boca Juniors,Velez Sarsfield,2.0,1.0,H,2.74,3.03,3.02
427,Liga Profesional ,02/09/2013,San Lorenzo,River Plate,1.0,0.0,H,2.4,3.02,3.6
428,Liga Profesional ,02/09/2013,Arsenal Sarandi,Argentinos Jrs,0.0,0.0,D,2.26,3.07,3.81
429,Liga Profesional ,02/09/2013,Belgrano,Atl. Rafaela,3.0,2.0,H,2.04,3.15,4.55
430,Liga Profesional ,03/09/2013,Lanus,Olimpo Bahia Blanca,3.0,0.0,H,1.6,4.03,6.68
431,Liga Profesional ,07/09/2013,Velez Sarsfield,Newells Old Boys,3.0,0.0,H,2.51,3.07,3.33
432,Liga Profesional ,07/09/2013,Estudiantes L.P.,Belgrano,1.0,1.0,D,1.96,3.12,5.14
433,Liga Profesional ,07/09/2013,Godoy Cruz,Colon Santa FE,1.0,0.0,H,1.96,3.3,4.74
434,Liga Profesional ,07/09/2013,Argentinos Jrs,All Boys,1.0,0.0,H,2.5,3.02,3.35
435,Liga Profesional ,07/09/2013,Atl. Rafaela,Gimnasia L.P.,2.0,1.0,H,3.08,3.05,2.66
436,Liga Profesional ,08/09/2013,Racing Club,Lanus,1.0,1.0,D,3.5,3.05,2.43
437,Liga Profesional ,08/09/2013,Quilmes,Arsenal Sarandi,0.0,1.0,A,2.58,3.0,3.26
438,Liga Profesional ,08/09/2013,Rosario Central,San Lorenzo,0.0,2.0,A,2.34,3.1,3.61
439,Liga Profesional ,08/09/2013,River Plate,Tigre,3.0,0.0,H,1.82,3.45,5.41
440,Liga Profesional ,09/09/2013,Olimpo Bahia Blanca,Boca Juniors,3.0,0.0,H,2.73,3.04,3.03
441,Liga Profesional ,13/09/2013,Lanus,Argentinos Jrs,4.0,0.0,H,1.89,3.53,4.68
442,Liga Profesional ,14/09/2013,Belgrano,Velez Sarsfield,3.0,0.0,H,2.69,3.04,3.08
443,Liga Profesional ,14/09/2013,Newells Old Boys,Olimpo Bahia Blanca,2.0,1.0,H,1.57,3.98,7.21
444,Liga Profesional ,14/09/2013,All Boys,Quilmes,4.0,0.0,H,2.2,3.15,3.93
445,Liga Profesional ,15/09/2013,San Lorenzo,Godoy Cruz,0.0,0.0,D,1.95,3.27,4.83
446,Liga Profesional ,15/09/2013,Atl. Rafaela,Estudiantes L.P.,1.0,0.0,H,2.97,3.09,2.75
447,Liga Profesional ,15/09/2013,Tigre,Rosario Central,2.0,0.0,H,3.0,3.1,2.7
448,Liga Profesional ,15/09/2013,Boca Juniors,Racing Club,2.0,0.0,H,2.11,3.28,4.08
449,Liga Profesional ,16/09/2013,Arsenal Sarandi,River Plate,1.0,1.0,D,3.03,2.99,2.77
450,Liga Profesional ,17/09/2013,Gimnasia L.P.,Colon Santa FE,1.0,0.0,H,2.06,3.31,4.21
451,Liga Profesional ,20/09/2013,Godoy Cruz,Tigre,2.0,0.0,H,1.92,3.36,4.86
452,Liga Profesional ,21/09/2013,Racing Club,Newells Old Boys,0.0,1.0,A,3.01,3.12,2.69
453,Liga Profesional ,21/09/2013,Olimpo Bahia Blanca,Belgrano,1.0,1.0,D,2.6,2.98,3.26
454,Liga Profesional ,22/09/2013,Rosario Central,Arsenal Sarandi,1.0,1.0,D,2.19,3.15,4.0
455,Liga Profesional ,22/09/2013,Quilmes,Lanus,0.0,0.0,D,4.27,3.13,2.12
456,Liga Profesional ,22/09/2013,Colon Santa FE,San Lorenzo,0.0,2.0,A,3.38,3.06,2.47
457,Liga Profesional ,22/09/2013,Estudiantes L.P.,Gimnasia L.P.,1.0,1.0,D,2.23,3.07,4.0
458,Liga Profesional ,22/09/2013,Argentinos Jrs,Boca Juniors,0.0,0.0,D,3.09,3.06,2.63
459,Liga Profesional ,23/09/2013,River Plate,All Boys,1.0,0.0,H,1.99,3.19,4.78
460,Liga Profesional ,24/09/2013,Velez Sarsfield,Atl. Rafaela,4.0,1.0,H,1.69,3.64,6.29
461,Liga Profesional ,27/09/2013,Arsenal Sarandi,Godoy Cruz,1.0,0.0,H,2.16,2.92,3.75
462,Liga Profesional ,27/09/2013,All Boys,Rosario Central,1.0,1.0,D,2.48,3.06,3.39
463,Liga Profesional ,28/09/2013,Estudiantes L.P.,Velez Sarsfield,0.0,0.0,D,2.84,3.04,2.91
464,Liga Profesional ,28/09/2013,San Lorenzo,Gimnasia L.P.,3.0,0.0,H,1.88,3.11,5.03
465,Liga Profesional ,28/09/2013,Atl. Rafaela,Olimpo Bahia Blanca,2.0,0.0,H,2.08,3.26,4.17
466,Liga Profesional ,29/09/2013,Newells Old Boys,Argentinos Jrs,2.0,0.0,H,1.54,4.19,7.25
467,Liga Profesional ,29/09/2013,Tigre,Colon Santa FE,1.0,0.0,H,2.23,3.2,3.78
468,Liga Profesional ,29/09/2013,Belgrano,Racing Club,3.0,0.0,H,2.15,3.13,4.16
469,Liga Profesional ,29/09/2013,Boca Juniors,Quilmes,2.0,0.0,H,1.66,3.59,7.0
470,Liga Profesional ,30/09/2013,Lanus,River Plate,0.0,1.0,A,1.98,3.18,4.86
471,Liga Profesional ,04/10/2013,Argentinos Jrs,Belgrano,1.0,3.0,A,2.76,2.96,3.09
472,Liga Profesional ,05/10/2013,Olimpo Bahia Blanca,Estudiantes L.P.,1.0,1.0,D,3.04,2.94,2.81
473,Liga Profesional ,05/10/2013,Quilmes,Newells Old Boys,0.0,2.0,A,3.57,3.09,2.37
474,Liga Profesional ,06/10/2013,San Lorenzo,Tigre,0.0,0.0,D,1.56,3.76,8.45
475,Liga Profesional ,06/10/2013,River Plate,Boca Juniors,0.0,1.0,A,2.31,3.06,3.77
476,Liga Profesional ,07/10/2013,Racing Club,Atl. Rafaela,0.0,1.0,A,2.16,3.15,4.11
477,Liga Profesional ,07/10/2013,Colon Santa FE,Arsenal Sarandi,0.0,1.0,A,2.62,2.94,3.24
478,Liga Profesional ,07/10/2013,Godoy Cruz,All Boys,2.0,0.0,H,2.12,3.07,4.34
479,Liga Profesional ,07/10/2013,Gimnasia L.P.,Velez Sarsfield,2.0,1.0,H,3.11,2.98,2.73
480,Liga Profesional ,08/10/2013,Rosario Central,Lanus,2.0,1.0,H,2.92,3.08,2.79
481,Liga Profesional ,12/10/2013,All Boys,Colon Santa FE,0.0,0.0,D,1.98,3.11,5.04
482,Liga Profesional ,12/10/2013,Atl. Rafaela,Argentinos Jrs,1.0,0.0,H,2.02,3.23,4.54
483,Liga Profesional ,12/10/2013,Belgrano,Quilmes,0.0,1.0,A,1.73,3.56,6.01
484,Liga Profesional ,13/10/2013,Arsenal Sarandi,San Lorenzo,2.0,1.0,H,2.82,2.97,3.0
485,Liga Profesional ,13/10/2013,Estudiantes L.P.,Racing Club,1.0,0.0,H,1.92,3.23,5.13
486,Liga Profesional ,13/10/2013,Velez Sarsfield,Olimpo Bahia Blanca,1.0,2.0,A,1.63,3.67,7.09
487,Liga Profesional ,13/10/2013,Boca Juniors,Rosario Central,1.0,1.0,D,2.05,3.09,4.17
488,Liga Profesional ,14/10/2013,Newells Old Boys,River Plate,1.0,0.0,H,2.09,3.01,4.7
489,Liga Profesional ,14/10/2013,Tigre,Gimnasia L.P.,1.0,1.0,D,2.4,3.06,3.55
490,Liga Profesional ,15/10/2013,Lanus,Godoy Cruz,0.0,1.0,A,2.05,3.28,4.34
491,Liga Profesional ,18/10/2013,Quilmes,Atl. Rafaela,1.0,1.0,D,2.54,3.1,3.23
492,Liga Profesional ,18/10/2013,Argentinos Jrs,Estudiantes L.P.,1.0,0.0,H,3.18,2.86,2.77
493,Liga Profesional ,19/10/2013,Racing Club,Velez Sarsfield,0.0,1.0,A,4.26,3.15,2.12
494,Liga Profesional ,19/10/2013,Colon Santa FE,Lanus,0.0,3.0,A,4.05,3.1,2.2
495,Liga Profesional ,20/10/2013,San Lorenzo,All Boys,3.0,0.0,H,1.92,3.2,5.22
496,Liga Profesional ,20/10/2013,Gimnasia L.P.,Olimpo Bahia Blanca,2.0,2.0,D,1.91,3.34,4.95
497,Liga Profesional ,20/10/2013,Rosario Central,Newells Old Boys,2.0,1.0,H,2.94,3.06,2.79
