,league,date,home,away,home_goals_ht,away_goals_ht,result_ht,home_goals_ft,away_goals_ft,result_ft,home_odds,draw_odds,away_odds,morethan_2.5_goals_odds
278,Premier League,2016-05-03,Chelsea,Stoke,1,0,H,1,1,D,1.5,4.5,7.5,
279,Premier League,2016-05-03,Everton,West Ham,1,0,H,2,3,A,1.73,4.0,5.0,
280,Premier League,2016-05-03,Man City,Aston Villa,0,0,D,4,0,H,1.22,7.0,15.0,
281,Premier League,2016-05-03,Newcastle,Bournemouth,0,1,A,1,3,A,2.63,3.4,2.88,
282,Premier League,2016-05-03,Southampton,Sunderland,0,0,D,1,1,D,1.6,4.0,6.5,
283,Premier League,2016-05-03,Swansea,Norwich,0,0,D,1,0,H,2.05,3.5,4.0,
284,Premier League,2016-05-03,Tottenham,Arsenal,0,1,A,2,2,D,2.38,3.4,3.25,
285,Premier League,2016-05-03,Watford,Leicester,0,0,D,0,1,A,3.0,3.4,2.55,
286,Premier League,2016-06-03,Crystal Palace,Liverpool,0,0,D,1,2,A,3.8,3.5,2.1,
287,Premier League,2016-06-03,West Brom,Man United,0,0,D,1,0,H,4.33,3.4,2.0,
288,Premier League,2016-12-03,Bournemouth,Swansea,1,1,D,3,2,H,1.95,3.5,4.33,
289,Premier League,2016-12-03,Norwich,Man City,0,0,D,0,0,D,6.0,4.2,1.6,
290,Premier League,2016-12-03,Stoke,Southampton,0,2,A,1,2,A,2.7,3.2,2.9,
291,Premier League,2016-03-13,Aston Villa,Tottenham,0,1,A,0,2,A,7.5,4.5,1.5,
292,Premier League,2016-03-14,Leicester,Newcastle,1,0,H,1,0,H,1.57,4.33,6.25,
293,Premier League,2016-03-19,Chelsea,West Ham,1,1,D,2,2,D,1.75,3.8,5.25,
294,Premier League,2016-03-19,Crystal Palace,Leicester,0,1,A,0,1,A,3.0,3.4,2.5,
295,Premier League,2016-03-19,Everton,Arsenal,0,2,A,0,2,A,2.7,3.5,2.7,
296,Premier League,2016-03-19,Swansea,Aston Villa,0,0,D,1,0,H,1.67,3.8,6.0,
297,Premier League,2016-03-19,Watford,Stoke,0,1,A,1,2,A,2.4,3.25,3.3,
298,Premier League,2016-03-19,West Brom,Norwich,0,0,D,0,1,A,2.25,3.3,3.6,
299,Premier League,2016-03-20,Man City,Man United,0,1,A,0,1,A,1.83,3.75,4.75,
300,Premier League,2016-03-20,Newcastle,Sunderland,0,1,A,1,1,D,2.1,3.5,3.8,
301,Premier League,2016-03-20,Southampton,Liverpool,0,2,A,3,2,H,2.63,3.4,2.88,
302,Premier League,2016-03-20,Tottenham,Bournemouth,2,0,H,3,0,H,1.53,4.33,7.0,
303,Premier League,2016-02-04,Arsenal,Watford,2,0,H,4,0,H,1.36,5.25,10.0,
304,Premier League,2016-02-04,Aston Villa,Chelsea,0,2,A,0,4,A,6.5,4.33,1.57,
305,Premier League,2016-02-04,Bournemouth,Man City,0,3,A,0,4,A,3.75,3.6,2.1,
306,Premier League,2016-02-04,Liverpool,Tottenham,0,0,D,1,1,D,2.5,3.4,3.0,
307,Premier League,2016-02-04,Norwich,Newcastle,1,0,H,3,2,H,2.2,3.4,3.6,
308,Premier League,2016-02-04,Stoke,Swansea,1,0,H,2,2,D,2.2,3.4,3.6,
309,Premier League,2016-02-04,Sunderland,West Brom,0,0,D,0,0,D,2.1,3.3,4.0,
310,Premier League,2016-02-04,West Ham,Crystal Palace,2,1,H,2,2,D,1.95,3.6,4.2,
311,Premier League,2016-03-04,Leicester,Southampton,1,0,H,1,0,H,2.25,3.4,3.5,
312,Premier League,2016-03-04,Man United,Everton,0,0,D,1,0,H,2.1,3.5,3.75,
313,Premier League,2016-09-04,Aston Villa,Bournemouth,0,1,A,1,2,A,3.4,3.2,2.2,
314,Premier League,2016-09-04,Crystal Palace,Norwich,0,0,D,1,0,H,2.05,3.4,3.6,
315,Premier League,2016-09-04,Man City,West Brom,1,1,D,2,1,H,1.33,5.0,9.0,
316,Premier League,2016-09-04,Southampton,Newcastle,2,0,H,3,1,H,1.53,4.0,6.0,
317,Premier League,2016-09-04,Swansea,Chelsea,1,0,H,1,0,H,3.75,3.4,2.0,
318,Premier League,2016-09-04,Watford,Everton,1,1,D,1,1,D,3.4,3.3,2.15,
319,Premier League,2016-09-04,West Ham,Arsenal,2,2,D,3,3,D,3.6,3.5,2.0,
320,Premier League,2016-10-04,Liverpool,Stoke,2,1,H,4,1,H,1.55,4.0,5.75,
321,Premier League,2016-10-04,Sunderland,Leicester,0,0,D,0,2,A,3.4,3.4,2.1,
322,Premier League,2016-10-04,Tottenham,Man United,0,0,D,3,0,H,1.91,3.5,4.0,
323,Premier League,2016-04-13,Crystal Palace,Everton,0,0,D,0,0,D,2.9,3.4,2.6,
324,Premier League,2016-04-16,Chelsea,Man City,0,1,A,0,3,A,2.75,3.4,2.7,
325,Premier League,2016-04-16,Everton,Southampton,0,0,D,1,1,D,2.7,3.4,2.8,
326,Premier League,2016-04-16,Man United,Aston Villa,1,0,H,1,0,H,1.22,7.0,17.0,
327,Premier League,2016-04-16,Newcastle,Swansea,1,0,H,3,0,H,2.3,3.4,3.4,
328,Premier League,2016-04-16,Norwich,Sunderland,0,1,A,0,3,A,2.4,3.3,3.25,
329,Premier League,2016-04-16,West Brom,Watford,0,1,A,0,1,A,2.4,3.2,3.4,
330,Premier League,2016-04-17,Arsenal,Crystal Palace,1,0,H,1,1,D,1.33,5.75,9.5,
331,Premier League,2016-04-17,Bournemouth,Liverpool,0,2,A,1,2,A,3.6,3.5,2.15,
332,Premier League,2016-04-17,Leicester,West Ham,1,0,H,2,2,D,1.95,3.6,4.2,
333,Premier League,2016-04-18,Stoke,Tottenham,0,1,A,0,4,A,4.5,3.75,1.85,
334,Premier League,2016-04-19,Newcastle,Man City,1,1,D,1,1,D,6.0,4.5,1.57,
335,Premier League,2016-04-20,Liverpool,Everton,2,0,H,4,0,H,1.73,4.0,5.0,
336,Premier League,2016-04-20,Man United,Crystal Palace,1,0,H,2,0,H,1.53,4.33,7.0,
337,Premier League,2016-04-20,West Ham,Watford,2,0,H,3,1,H,1.57,4.33,6.5,
338,Premier League,2016-04-21,Arsenal,West Brom,2,0,H,2,0,H,1.29,6.0,13.0,
339,Premier League,2016-04-23,Aston Villa,Southampton,1,2,A,2,4,A,7.5,4.2,1.53,
340,Premier League,2016-04-23,Bournemouth,Chelsea,1,2,A,1,4,A,3.1,3.5,2.4,
341,Premier League,2016-04-23,Liverpool,Newcastle,2,0,H,2,2,D,1.57,4.5,6.0,
342,Premier League,2016-04-23,Man City,Stoke,2,0,H,4,0,H,1.3,6.0,11.0,
343,Premier League,2016-04-24,Leicester,Swansea,2,0,H,4,0,H,1.75,3.7,5.5,
344,Premier League,2016-04-24,Sunderland,Arsenal,0,0,D,0,0,D,4.5,4.0,1.8,
345,Premier League,2016-04-25,Tottenham,West Brom,1,0,H,1,1,D,1.22,7.0,15.0,
346,Premier League,2016-04-30,Arsenal,Norwich,0,0,D,1,0,H,1.29,6.5,11.0,
347,Premier League,2016-04-30,Everton,Bournemouth,1,1,D,2,1,H,2.0,3.8,3.8,
348,Premier League,2016-04-30,Newcastle,Crystal Palace,0,0,D,1,0,H,2.0,3.6,4.0,
349,Premier League,2016-04-30,Stoke,Sunderland,0,0,D,1,1,D,2.75,3.3,2.8,
350,Premier League,2016-04-30,Watford,Aston Villa,1,1,D,3,2,H,1.7,3.8,5.75,
351,Premier League,2016-04-30,West Brom,West Ham,0,2,A,0,3,A,4.0,3.4,2.1,
352,Premier League,2016-01-05,Man United,Leicester,1,1,D,1,1,D,2.1,3.4,3.9,
353,Premier League,2016-01-05,Southampton,Man City,2,1,H,4,2,H,2.8,3.4,2.7,
354,Premier League,2016-01-05,Swansea,Liverpool,2,0,H,3,1,H,3.1,3.5,2.4,
355,Premier League,2016-02-05,Chelsea,Tottenham,0,2,A,2,2,D,2.75,3.6,2.63,
356,Premier League,2016-07-05,Aston Villa,Newcastle,0,0,D,0,0,D,5.75,4.2,1.65,
357,Premier League,2016-07-05,Bournemouth,West Brom,0,1,A,1,1,D,1.95,3.6,4.2,
358,Premier League,2016-07-05,Crystal Palace,Stoke,0,1,A,2,1,H,2.05,3.5,3.9,
359,Premier League,2016-07-05,Leicester,Everton,2,0,H,3,1,H,1.91,4.0,4.0,
360,Premier League,2016-07-05,Norwich,Man United,0,0,D,0,1,A,4.5,3.6,1.91,
361,Premier League,2016-07-05,Sunderland,Chelsea,1,2,A,3,2,H,3.0,3.5,2.45,
362,Premier League,2016-07-05,West Ham,Swansea,0,2,A,1,4,A,1.44,4.75,8.0,
363,Premier League,2016-08-05,Liverpool,Watford,1,0,H,2,0,H,1.5,4.5,7.5,
364,Premier League,2016-08-05,Man City,Arsenal,1,1,D,2,2,D,2.5,3.6,2.9,
365,Premier League,2016-08-05,Tottenham,Southampton,1,1,D,1,2,A,2.05,3.6,3.9,
366,Premier League,2016-10-05,West Ham,Man United,1,0,H,3,2,H,3.0,3.5,2.45,
367,Premier League,2016-11-05,Liverpool,Chelsea,0,1,A,1,1,D,2.0,3.8,3.8,
368,Premier League,2016-11-05,Norwich,Watford,3,1,H,4,2,H,1.83,3.75,4.75,
369,Premier League,2016-11-05,Sunderland,Everton,2,0,H,3,0,H,1.75,4.0,5.0,
370,Premier League,2016-05-15,Arsenal,Aston Villa,1,0,H,4,0,H,1.17,9.0,17.0,
371,Premier League,2016-05-15,Chelsea,Leicester,0,0,D,1,1,D,2.3,3.75,3.1,
372,Premier League,2016-05-15,Everton,Norwich,2,0,H,3,0,H,1.8,4.0,4.5,
373,Premier League,2016-05-15,Newcastle,Tottenham,2,0,H,5,1,H,4.5,4.0,1.8,
374,Premier League,2016-05-15,Southampton,Crystal Palace,1,0,H,4,1,H,1.36,5.5,9.0,
375,Premier League,2016-05-15,Stoke,West Ham,0,1,A,2,1,H,3.5,3.6,2.15,
376,Premier League,2016-05-15,Swansea,Man City,1,1,D,1,1,D,6.0,4.75,1.53,
377,Premier League,2016-05-15,Watford,Sunderland,0,1,A,2,2,D,2.05,3.75,3.7,
378,Premier League,2016-05-15,West Brom,Liverpool,1,1,D,1,1,D,2.4,3.6,3.0,
379,Premier League,2016-05-17,Man United,Bournemouth,1,0,H,3,1,H,1.67,4.2,5.25,
380,Premier League,2016-08-13,Burnley,Swansea,0,0,D,0,1,A,2.4,3.3,3.25,
381,Premier League,2016-08-13,Crystal Palace,West Brom,0,0,D,0,1,A,2.0,3.3,4.5,
382,Premier League,2016-08-13,Everton,Tottenham,1,0,H,1,1,D,3.2,3.4,2.4,
383,Premier League,2016-08-13,Hull,Leicester,1,0,H,2,1,H,4.5,3.6,1.91,
384,Premier League,2016-08-13,Man City,Sunderland,1,0,H,2,1,H,1.25,6.5,15.0,
385,Premier League,2016-08-13,Middlesbrough,Stoke,1,0,H,1,1,D,2.38,3.2,3.4,
386,Premier League,2016-08-13,Southampton,Watford,0,1,A,1,1,D,1.8,3.75,5.0,
387,Premier League,2016-08-14,Arsenal,Liverpool,1,1,D,3,4,A,2.4,3.5,3.1,
388,Premier League,2016-08-14,Bournemouth,Man United,0,1,A,1,3,A,4.75,3.6,1.85,
389,Premier League,2016-08-15,Chelsea,West Ham,0,0,D,2,1,H,1.65,4.0,6.0,
390,Premier League,2016-08-19,Man United,Southampton,1,0,H,2,0,H,1.53,4.2,7.5,
391,Premier League,2016-08-20,Burnley,Liverpool,2,0,H,2,0,H,6.5,4.2,1.57,
392,Premier League,2016-08-20,Leicester,Arsenal,0,0,D,0,0,D,2.88,3.6,2.5,
393,Premier League,2016-08-20,Stoke,Man City,0,2,A,1,4,A,5.5,3.8,1.73,
394,Premier League,2016-08-20,Swansea,Hull,0,0,D,0,2,A,1.8,3.6,5.25,
395,Premier League,2016-08-20,Tottenham,Crystal Palace,0,0,D,1,0,H,1.45,4.75,8.0,
396,Premier League,2016-08-20,Watford,Chelsea,0,0,D,1,2,A,5.5,3.8,1.73,
397,Premier League,2016-08-20,West Brom,Everton,1,1,D,1,2,A,3.0,3.25,2.6,
398,Premier League,2016-08-21,Sunderland,Middlesbrough,0,2,A,1,2,A,2.55,3.2,3.1,
399,Premier League,2016-08-21,West Ham,Bournemouth,0,0,D,1,0,H,1.95,3.75,4.0,
400,Premier League,2016-08-27,Chelsea,Burnley,2,0,H,3,0,H,1.25,5.5,15.0,
401,Premier League,2016-08-27,Crystal Palace,Bournemouth,0,1,A,1,1,D,2.3,3.2,3.3,
402,Premier League,2016-08-27,Everton,Stoke,0,0,D,1,0,H,1.73,3.6,5.25,
403,Premier League,2016-08-27,Hull,Man United,0,0,D,0,1,A,8.0,4.1,1.44,
404,Premier League,2016-08-27,Leicester,Swansea,1,0,H,2,1,H,1.73,3.6,5.25,
405,Premier League,2016-08-27,Southampton,Sunderland,0,0,D,1,1,D,1.57,3.6,6.5,
406,Premier League,2016-08-27,Tottenham,Liverpool,0,1,A,1,1,D,2.38,3.4,3.0,
407,Premier League,2016-08-27,Watford,Arsenal,0,3,A,1,3,A,5.0,3.75,1.73,
408,Premier League,2016-08-28,Man City,West Ham,2,0,H,3,1,H,1.25,6.0,11.0,
409,Premier League,2016-08-28,West Brom,Middlesbrough,0,0,D,0,0,D,2.6,3.1,2.9,
410,Premier League,2016-10-09,Arsenal,Southampton,1,1,D,2,1,H,1.57,4.2,6.5,
411,Premier League,2016-10-09,Bournemouth,West Brom,0,0,D,1,0,H,2.05,3.25,4.33,
412,Premier League,2016-10-09,Burnley,Hull,0,0,D,1,1,D,2.45,3.1,3.4,
413,Premier League,2016-10-09,Liverpool,Leicester,2,1,H,4,1,H,1.7,4.0,5.5,
414,Premier League,2016-10-09,Man United,Man City,1,2,A,1,2,A,2.38,3.25,3.4,
415,Premier League,2016-10-09,Middlesbrough,Crystal Palace,1,1,D,1,2,A,2.3,3.2,3.6,
416,Premier League,2016-10-09,Stoke,Tottenham,0,1,A,0,4,A,4.6,3.75,1.85,
417,Premier League,2016-10-09,West Ham,Watford,2,2,D,2,4,A,1.91,3.6,4.5,
418,Premier League,2016-11-09,Swansea,Chelsea,0,1,A,2,2,D,5.75,4.0,1.67,
419,Premier League,2016-12-09,Sunderland,Everton,0,0,D,0,3,A,3.8,3.5,2.1,
420,Premier League,2016-09-16,Chelsea,Liverpool,0,2,A,1,2,A,2.25,3.5,3.4,
421,Premier League,2016-09-17,Everton,Middlesbrough,3,1,H,3,1,H,1.67,3.8,6.0,
422,Premier League,2016-09-17,Hull,Arsenal,0,1,A,1,4,A,6.0,4.2,1.6,
423,Premier League,2016-09-17,Leicester,Burnley,1,0,H,3,0,H,1.5,4.33,8.0,
424,Premier League,2016-09-17,Man City,Bournemouth,2,0,H,4,0,H,1.29,6.0,12.0,
425,Premier League,2016-09-17,West Brom,West Ham,3,0,H,4,2,H,2.8,3.2,2.8,
426,Premier League,2016-09-18,Crystal Palace,Stoke,2,0,H,4,1,H,2.0,3.5,4.2,
427,Premier League,2016-09-18,Southampton,Swansea,0,0,D,1,0,H,1.7,3.8,5.75,
428,Premier League,2016-09-18,Tottenham,Sunderland,0,0,D,1,0,H,1.33,5.5,11.0,
429,Premier League,2016-09-18,Watford,Man United,1,0,H,3,1,H,6.0,4.2,1.62,
430,Premier League,2016-09-24,Arsenal,Chelsea,3,0,H,3,0,H,2.4,3.5,3.1,
431,Premier League,2016-09-24,Bournemouth,Everton,1,0,H,1,0,H,3.6,3.5,2.15,
432,Premier League,2016-09-24,Liverpool,Hull,3,0,H,5,1,H,1.22,7.0,15.0,
433,Premier League,2016-09-24,Man United,Leicester,4,0,H,4,1,H,1.73,3.9,5.25,
434,Premier League,2016-09-24,Middlesbrough,Tottenham,0,2,A,1,2,A,3.75,3.5,2.1,
435,Premier League,2016-09-24,Stoke,West Brom,0,0,D,1,1,D,2.38,3.3,3.3,
436,Premier League,2016-09-24,Sunderland,Crystal Palace,1,0,H,2,3,A,2.88,3.25,2.7,
437,Premier League,2016-09-24,Swansea,Man City,1,1,D,1,3,A,9.0,5.5,1.36,
438,Premier League,2016-09-25,West Ham,Southampton,0,1,A,0,3,A,2.8,3.3,2.75,
439,Premier League,2016-09-26,Burnley,Watford,1,0,H,2,0,H,2.9,3.2,2.7,
440,Premier League,2016-09-30,Everton,Crystal Palace,1,0,H,1,1,D,1.73,4.0,5.0,
441,Premier League,2016-01-10,Hull,Chelsea,0,0,D,0,2,A,7.5,4.5,1.5,
442,Premier League,2016-01-10,Sunderland,West Brom,0,1,A,1,1,D,2.5,3.25,3.2,
443,Premier League,2016-01-10,Swansea,Liverpool,1,0,H,1,2,A,8.0,4.75,1.45,
444,Premier League,2016-01-10,Watford,Bournemouth,0,1,A,2,2,D,2.38,3.3,3.3,
445,Premier League,2016-01-10,West Ham,Middlesbrough,0,0,D,1,1,D,2.25,3.4,3.5,
446,Premier League,2016-02-10,Burnley,Arsenal,0,0,D,0,1,A,9.0,5.0,1.4,
447,Premier League,2016-02-10,Leicester,Southampton,0,0,D,0,0,D,2.25,3.4,3.5,
448,Premier League,2016-02-10,Man United,Stoke,0,0,D,1,1,D,1.33,5.75,10.0,
449,Premier League,2016-02-10,Tottenham,Man City,2,0,H,2,0,H,3.0,3.5,2.5,
450,Premier League,2016-10-15,Arsenal,Swansea,2,1,H,3,2,H,1.29,6.5,11.0,
451,Premier League,2016-10-15,Bournemouth,Hull,3,1,H,6,1,H,1.85,3.5,5.0,
452,Premier League,2016-10-15,Chelsea,Leicester,2,0,H,3,0,H,1.57,4.5,6.0,
453,Premier League,2016-10-15,Crystal Palace,West Ham,0,1,A,0,1,A,2.15,3.5,3.6,
454,Premier League,2016-10-15,Man City,Everton,0,0,D,1,1,D,1.5,4.75,7.0,
455,Premier League,2016-10-15,Stoke,Sunderland,2,0,H,2,0,H,2.0,3.6,4.0,
456,Premier League,2016-10-15,West Brom,Tottenham,0,0,D,1,1,D,5.5,3.8,1.73,
457,Premier League,2016-10-16,Middlesbrough,Watford,0,0,D,0,1,A,2.25,3.3,3.6,
458,Premier League,2016-10-16,Southampton,Burnley,0,0,D,3,1,H,1.4,4.8,9.5,
459,Premier League,2016-10-17,Liverpool,Man United,0,0,D,0,0,D,2.2,3.5,3.5,
460,Premier League,2016-10-22,Arsenal,Middlesbrough,0,0,D,0,0,D,1.25,6.5,15.0,
461,Premier League,2016-10-22,Bournemouth,Tottenham,0,0,D,0,0,D,4.2,3.6,1.95,
462,Premier League,2016-10-22,Burnley,Everton,1,0,H,2,1,H,6.0,3.8,1.67,
463,Premier League,2016-10-22,Hull,Stoke,0,1,A,0,2,A,3.1,3.3,2.5,
464,Premier League,2016-10-22,Leicester,Crystal Palace,1,0,H,3,1,H,2.05,3.5,3.9,
465,Premier League,2016-10-22,Liverpool,West Brom,2,0,H,2,1,H,1.29,6.0,13.0,
466,Premier League,2016-10-22,Swansea,Watford,0,0,D,0,0,D,2.38,3.3,3.3,
467,Premier League,2016-10-22,West Ham,Sunderland,0,0,D,1,0,H,1.67,4.0,5.75,
468,Premier League,2016-10-23,Chelsea,Man United,2,0,H,4,0,H,2.15,3.4,3.8,
469,Premier League,2016-10-23,Man City,Southampton,0,1,A,1,1,D,1.5,4.5,7.5,
470,Premier League,2016-10-29,Crystal Palace,Liverpool,2,3,A,2,4,A,5.25,4.0,1.7,
471,Premier League,2016-10-29,Man United,Burnley,0,0,D,0,0,D,1.2,7.0,19.0,
472,Premier League,2016-10-29,Middlesbrough,Bournemouth,1,0,H,2,0,H,2.5,3.2,3.2,
473,Premier League,2016-10-29,Sunderland,Arsenal,0,1,A,1,4,A,9.0,5.0,1.4,
474,Premier League,2016-10-29,Tottenham,Leicester,1,0,H,1,1,D,1.62,4.2,6.0,
475,Premier League,2016-10-29,Watford,Hull,0,0,D,1,0,H,1.75,3.75,5.25,
476,Premier League,2016-10-29,West Brom,Man City,0,2,A,0,4,A,8.0,4.75,1.44,
477,Premier League,2016-10-30,Everton,West Ham,0,0,D,2,0,H,1.8,3.8,4.75,
478,Premier League,2016-10-30,Southampton,Chelsea,0,1,A,0,2,A,3.2,3.4,2.4,
479,Premier League,2016-10-31,Stoke,Swansea,1,1,D,3,1,H,2.05,3.6,3.8,
480,Premier League,2016-05-11,Bournemouth,Sunderland,1,1,D,1,2,A,1.65,4.2,5.5,
481,Premier League,2016-05-11,Burnley,Crystal Palace,2,0,H,3,2,H,3.3,3.3,2.38,
482,Premier League,2016-05-11,Chelsea,Everton,3,0,H,5,0,H,1.53,4.33,7.0,
483,Premier League,2016-05-11,Man City,Middlesbrough,1,0,H,1,1,D,1.22,7.0,15.0,
484,Premier League,2016-05-11,West Ham,Stoke,0,0,D,1,1,D,2.0,3.6,4.0,
485,Premier League,2016-06-11,Arsenal,Tottenham,1,0,H,1,1,D,1.95,3.6,4.2,
486,Premier League,2016-06-11,Hull,Southampton,0,1,A,2,1,H,5.75,3.8,1.7,
487,Premier League,2016-06-11,Leicester,West Brom,0,0,D,1,2,A,1.8,3.6,5.25,
488,Premier League,2016-06-11,Liverpool,Watford,3,0,H,6,1,H,1.29,6.0,12.0,
489,Premier League,2016-06-11,Swansea,Man United,0,3,A,1,3,A,5.0,4.0,1.73,
490,Premier League,2016-11-19,Crystal Palace,Man City,0,1,A,1,2,A,6.5,4.5,1.53,
491,Premier League,2016-11-19,Everton,Swansea,0,1,A,1,1,D,1.6,4.33,6.0,
492,Premier League,2016-11-19,Man United,Arsenal,0,0,D,1,1,D,2.6,3.4,2.9,
493,Premier League,2016-11-19,Southampton,Liverpool,0,0,D,0,0,D,3.4,3.6,2.2,
494,Premier League,2016-11-19,Stoke,Bournemouth,0,1,A,0,1,A,2.3,3.4,3.4,
495,Premier League,2016-11-19,Sunderland,Hull,1,0,H,3,0,H,2.15,3.4,3.8,
496,Premier League,2016-11-19,Tottenham,West Ham,0,1,A,3,2,H,1.5,4.5,7.5,
497,Premier League,2016-11-19,Watford,Leicester,2,1,H,2,1,H,2.8,3.3,2.75,
498,Premier League,2016-11-20,Middlesbrough,Chelsea,0,1,A,0,1,A,7.0,4.0,1.57,
499,Premier League,2016-11-21,West Brom,Burnley,3,0,H,4,0,H,1.95,3.4,4.5,
500,Premier League,2016-11-26,Burnley,Man City,1,1,D,1,2,A,9.0,6.0,1.33,
501,Premier League,2016-11-26,Chelsea,Tottenham,1,1,D,2,1,H,1.75,3.8,5.25,
502,Premier League,2016-11-26,Hull,West Brom,0,1,A,1,1,D,3.1,3.2,2.6,
503,Premier League,2016-11-26,Leicester,Middlesbrough,1,1,D,2,2,D,1.91,3.6,4.5,
504,Premier League,2016-11-26,Liverpool,Sunderland,0,0,D,2,0,H,1.17,8.5,19.0,
505,Premier League,2016-11-26,Swansea,Crystal Palace,1,1,D,5,4,H,2.63,3.4,2.88,
506,Premier League,2016-11-27,Arsenal,Bournemouth,1,1,D,3,1,H,1.4,5.0,9.0,
507,Premier League,2016-11-27,Man United,West Ham,1,1,D,1,1,D,1.45,4.75,8.0,
508,Premier League,2016-11-27,Southampton,Everton,1,0,H,1,0,H,2.2,3.4,3.6,
509,Premier League,2016-11-27,Watford,Stoke,0,1,A,0,1,A,2.4,3.3,3.3,
510,Premier League,2016-03-12,Crystal Palace,Southampton,2,0,H,3,0,H,3.5,3.3,2.3,
511,Premier League,2016-03-12,Man City,Chelsea,1,0,H,1,3,A,2.15,3.6,3.6,
512,Premier League,2016-03-12,Stoke,Burnley,2,0,H,2,0,H,1.62,4.0,6.5,
513,Premier League,2016-03-12,Sunderland,Leicester,0,0,D,2,1,H,3.4,3.4,2.3,
514,Premier League,2016-03-12,Tottenham,Swansea,2,0,H,5,0,H,1.36,5.5,9.0,
515,Premier League,2016-03-12,West Brom,Watford,2,0,H,3,1,H,2.2,3.3,3.75,
516,Premier League,2016-03-12,West Ham,Arsenal,0,1,A,1,5,A,4.75,4.2,1.75,
517,Premier League,2016-04-12,Bournemouth,Liverpool,0,2,A,4,3,H,5.0,4.0,1.75,
518,Premier League,2016-04-12,Everton,Man United,0,1,A,1,1,D,3.6,3.5,2.15,
519,Premier League,2016-05-12,Middlesbrough,Hull,0,0,D,1,0,H,1.83,3.5,5.25,
520,Premier League,2016-10-12,Arsenal,Stoke,1,1,D,3,1,H,1.35,5.5,9.5,
521,Premier League,2016-10-12,Burnley,Bournemouth,2,1,H,3,2,H,3.5,3.5,2.2,
522,Premier League,2016-10-12,Hull,Crystal Palace,1,0,H,3,3,D,3.5,3.3,2.3,
523,Premier League,2016-10-12,Leicester,Man City,3,0,H,4,2,H,5.25,4.0,1.7,
524,Premier League,2016-10-12,Swansea,Sunderland,0,0,D,3,0,H,2.15,3.5,3.6,
525,Premier League,2016-10-12,Watford,Everton,1,1,D,3,2,H,3.1,3.4,2.45,
526,Premier League,2016-11-12,Chelsea,West Brom,0,0,D,1,0,H,1.25,6.25,15.0,
527,Premier League,2016-11-12,Liverpool,West Ham,1,2,A,2,2,D,1.3,6.0,11.0,
528,Premier League,2016-11-12,Man United,Tottenham,1,0,H,1,0,H,2.2,3.4,3.6,
529,Premier League,2016-11-12,Southampton,Middlesbrough,0,0,D,1,0,H,1.7,3.7,6.0,
530,Premier League,2016-12-13,Bournemouth,Leicester,1,0,H,1,0,H,2.4,3.4,3.2,
531,Premier League,2016-12-13,Everton,Arsenal,1,1,D,2,1,H,4.2,3.75,1.91,
532,Premier League,2016-12-14,Crystal Palace,Man United,0,1,A,1,2,A,5.25,4.0,1.7,
533,Premier League,2016-12-14,Man City,Watford,1,0,H,2,0,H,1.29,6.5,11.0,
534,Premier League,2016-12-14,Middlesbrough,Liverpool,0,1,A,0,3,A,6.0,4.33,1.6,
535,Premier League,2016-12-14,Stoke,Southampton,0,0,D,0,0,D,3.1,3.3,2.5,
536,Premier League,2016-12-14,Sunderland,Chelsea,0,1,A,0,1,A,10.0,5.75,1.33,
537,Premier League,2016-12-14,Tottenham,Hull,1,0,H,3,0,H,1.22,7.0,15.0,
538,Premier League,2016-12-14,West Brom,Swansea,0,0,D,3,1,H,2.05,3.5,4.0,
539,Premier League,2016-12-14,West Ham,Burnley,1,0,H,1,0,H,1.67,4.0,5.75,
540,Premier League,2016-12-17,Crystal Palace,Chelsea,0,1,A,0,1,A,6.5,4.2,1.57,
541,Premier League,2016-12-17,Middlesbrough,Swansea,2,0,H,3,0,H,2.1,3.4,4.0,
542,Premier League,2016-12-17,Stoke,Leicester,2,0,H,2,2,D,2.6,3.4,2.9,
543,Premier League,2016-12-17,Sunderland,Watford,0,0,D,1,0,H,2.63,3.3,2.9,
544,Premier League,2016-12-17,West Brom,Man United,0,1,A,0,2,A,5.75,3.8,1.7,
545,Premier League,2016-12-17,West Ham,Hull,0,0,D,1,0,H,1.62,4.1,6.0,
546,Premier League,2016-12-18,Bournemouth,Southampton,1,1,D,1,3,A,3.0,3.3,2.6,
547,Premier League,2016-12-18,Man City,Arsenal,0,1,A,2,1,H,2.15,3.6,3.5,
548,Premier League,2016-12-18,Tottenham,Burnley,1,1,D,2,1,H,1.22,7.0,15.0,
549,Premier League,2016-12-19,Everton,Liverpool,0,0,D,0,1,A,4.2,3.6,1.95,
550,Premier League,2016-12-26,Arsenal,West Brom,0,0,D,1,0,H,1.33,5.5,8.5,
551,Premier League,2016-12-26,Burnley,Middlesbrough,0,0,D,1,0,H,2.9,3.1,2.6,
552,Premier League,2016-12-26,Chelsea,Bournemouth,1,0,H,3,0,H,1.36,5.0,8.5,
553,Premier League,2016-12-26,Hull,Man City,0,0,D,0,3,A,10.0,5.5,1.3,
554,Premier League,2016-12-26,Leicester,Everton,0,0,D,0,2,A,2.5,3.3,2.9,
555,Premier League,2016-12-26,Man United,Sunderland,1,0,H,3,1,H,1.22,6.5,13.0,
556,Premier League,2016-12-26,Swansea,West Ham,0,1,A,1,4,A,2.63,3.2,2.8,
