,league,date,home,away,home_goals_ht,away_goals_ht,result_ht,home_goals_ft,away_goals_ft,result_ft,home_odds,draw_odds,away_odds,morethan_2.5_goals_odds
18360,LaLiga,2022-07-09,Lorient,Lyon,2,1,H,3,1,H,4.5,4.5,1.65,1.57
18361,LaLiga,2022-09-09,Lens,Troyes,1,0,H,1,0,H,1.5,4.5,6.0,1.61
18362,LaLiga,2022-10-09,Paris SG,Brest,1,0,H,1,0,H,1.07,13.0,23.0,1.2
18363,LaLiga,2022-10-09,Marseille,Lille,1,1,D,2,1,H,1.95,3.75,3.75,1.72
18364,LaLiga,2022-11-09,Strasbourg,Clermont,0,0,D,0,0,D,1.66,3.75,5.5,1.99
18365,LaLiga,2022-11-09,Ajaccio,Nice,0,0,D,0,1,A,3.3,3.0,2.4,2.5
18366,LaLiga,2022-11-09,Angers,Montpellier,1,1,D,2,1,H,2.4,3.6,2.75,1.72
18367,LaLiga,2022-11-09,Lorient,Nantes,1,1,D,3,2,H,2.1,3.25,3.75,2.0
18368,LaLiga,2022-11-09,Toulouse,Reims,1,0,H,1,0,H,2.2,3.5,3.2,1.86
18369,LaLiga,2022-11-09,Rennes,Auxerre,1,0,H,5,0,H,1.4,4.75,8.0,1.61
18370,LaLiga,2022-11-09,Monaco,Lyon,0,0,D,2,1,H,2.5,3.5,2.7,1.57
18371,LaLiga,2022-09-16,Auxerre,Lorient,0,3,A,1,3,A,2.7,3.3,2.6,1.96
18372,LaLiga,2022-09-17,Montpellier,Strasbourg,1,0,H,2,1,H,2.45,3.6,2.7,1.88
18373,LaLiga,2022-09-17,Lille,Toulouse,1,0,H,2,1,H,1.75,3.9,4.5,1.66
18374,LaLiga,2022-09-18,Reims,Monaco,0,0,D,0,3,A,3.1,3.5,2.25,1.72
18375,LaLiga,2022-09-18,Brest,Ajaccio,0,0,D,0,1,A,2.05,3.3,4.0,2.3
18376,LaLiga,2022-09-18,Clermont,Troyes,1,1,D,1,3,A,2.25,3.4,3.2,2.02
18377,LaLiga,2022-09-18,Marseille,Rennes,0,1,A,1,1,D,2.05,3.6,3.6,1.8
18378,LaLiga,2022-09-18,Nice,Angers,0,1,A,0,1,A,1.61,4.0,5.5,1.91
18379,LaLiga,2022-09-18,Nantes,Lens,0,0,D,0,0,D,3.1,3.5,2.2,1.85
18380,LaLiga,2022-09-18,Lyon,Paris SG,0,1,A,0,1,A,4.5,4.75,1.61,1.36
18381,LaLiga,2022-09-30,Angers,Marseille,0,1,A,0,3,A,4.5,3.8,1.72,1.8
18382,LaLiga,2022-01-10,Strasbourg,Rennes,0,1,A,1,3,A,3.0,3.5,2.3,1.92
18383,LaLiga,2022-01-10,Paris SG,Nice,1,0,H,2,1,H,1.16,8.5,13.0,1.33
18384,LaLiga,2022-02-10,Lorient,Lille,1,0,H,2,1,H,2.87,3.6,2.37,1.72
18385,LaLiga,2022-02-10,Ajaccio,Clermont,0,1,A,1,3,A,2.2,3.1,3.6,2.5
18386,LaLiga,2022-02-10,Auxerre,Brest,0,0,D,1,1,D,2.7,3.5,2.55,1.8
18387,LaLiga,2022-02-10,Toulouse,Montpellier,3,1,H,4,2,H,1.85,3.8,3.75,1.72
18388,LaLiga,2022-02-10,Troyes,Reims,0,1,A,2,2,D,2.5,3.4,2.8,1.95
18389,LaLiga,2022-02-10,Monaco,Nantes,3,0,H,4,1,H,1.53,4.5,5.5,1.66
18390,LaLiga,2022-02-10,Lens,Lyon,0,0,D,1,0,H,2.5,3.8,2.55,1.57
18391,LaLiga,2022-07-10,Lyon,Toulouse,1,0,H,1,1,D,1.45,5.0,6.0,1.4
18392,LaLiga,2022-08-10,Marseille,Ajaccio,1,1,D,1,2,A,1.33,4.75,10.0,1.9
18393,LaLiga,2022-08-10,Reims,Paris SG,0,0,D,0,0,D,7.0,5.5,1.4,1.44
18394,LaLiga,2022-09-10,Montpellier,Monaco,0,1,A,0,2,A,3.6,4.0,1.9,1.53
18395,LaLiga,2022-09-10,Angers,Strasbourg,1,2,A,2,3,A,2.62,3.4,2.6,1.97
18396,LaLiga,2022-09-10,Brest,Lorient,1,1,D,1,2,A,2.3,3.5,3.0,1.9
18397,LaLiga,2022-09-10,Clermont,Auxerre,0,0,D,2,1,H,2.1,3.5,3.5,2.06
18398,LaLiga,2022-09-10,Nice,Troyes,2,0,H,3,2,H,1.72,3.6,5.0,1.95
18399,LaLiga,2022-09-10,Rennes,Nantes,1,0,H,3,0,H,1.5,4.33,6.0,1.66
18400,LaLiga,2022-09-10,Lille,Lens,1,0,H,1,0,H,2.45,3.6,2.7,1.72
18401,LaLiga,2022-10-14,Strasbourg,Lille,0,1,A,0,3,A,3.1,3.3,2.37,2.01
18402,LaLiga,2022-10-15,Lorient,Reims,0,0,D,0,0,D,2.25,3.4,3.25,1.89
18403,LaLiga,2022-10-15,Lens,Montpellier,0,0,D,1,0,H,1.4,5.0,7.0,1.57
18404,LaLiga,2022-10-16,Toulouse,Angers,2,1,H,3,2,H,1.83,3.8,4.0,1.72
18405,LaLiga,2022-10-16,Auxerre,Nice,1,1,D,1,1,D,3.6,3.5,2.05,1.97
18406,LaLiga,2022-10-16,Nantes,Brest,2,1,H,4,1,H,2.2,3.3,3.4,2.0
18407,LaLiga,2022-10-16,Rennes,Lyon,1,1,D,3,2,H,2.3,3.7,2.87,1.66
18408,LaLiga,2022-10-16,Troyes,Ajaccio,0,0,D,1,1,D,2.15,3.2,3.6,2.37
18409,LaLiga,2022-10-16,Monaco,Clermont,1,0,H,1,1,D,1.36,5.25,8.0,1.61
18410,LaLiga,2022-10-16,Paris SG,Marseille,1,0,H,1,0,H,1.36,5.5,7.5,1.44
18411,LaLiga,2022-10-21,Ajaccio,Paris SG,0,1,A,0,3,A,9.0,5.5,1.3,1.72
18412,LaLiga,2022-10-22,Montpellier,Lyon,0,1,A,1,2,A,4.0,3.8,1.85,1.57
18413,LaLiga,2022-10-22,Marseille,Lens,0,0,D,0,1,A,2.15,3.5,3.3,1.94
18414,LaLiga,2022-10-23,Angers,Rennes,0,1,A,1,2,A,4.0,4.0,1.83,1.72
18415,LaLiga,2022-10-23,Clermont,Brest,0,1,A,1,3,A,2.37,3.4,3.0,2.02
18416,LaLiga,2022-10-23,Reims,Auxerre,1,1,D,2,1,H,1.83,3.6,4.2,1.98
18417,LaLiga,2022-10-23,Toulouse,Strasbourg,1,0,H,2,2,D,2.2,3.5,3.2,1.84
18418,LaLiga,2022-10-23,Troyes,Lorient,1,0,H,2,2,D,2.3,3.5,3.0,1.86
18419,LaLiga,2022-10-23,Nice,Nantes,0,0,D,1,1,D,1.85,3.5,4.33,2.09
18420,LaLiga,2022-10-23,Lille,Monaco,2,2,D,4,3,H,2.45,3.7,2.7,1.66
18421,LaLiga,2022-10-28,Lens,Toulouse,0,0,D,3,0,H,1.55,4.5,5.5,1.57
18422,LaLiga,2022-10-29,Paris SG,Troyes,1,1,D,4,3,H,1.09,11.0,23.0,1.25
18423,LaLiga,2022-10-29,Strasbourg,Marseille,0,2,A,2,2,D,2.9,3.5,2.37,1.89
18424,LaLiga,2022-10-30,Auxerre,Ajaccio,1,0,H,1,0,H,2.6,3.1,2.9,2.5
18425,LaLiga,2022-10-30,Brest,Reims,0,0,D,0,0,D,2.62,3.3,2.7,1.96
18426,LaLiga,2022-10-30,Monaco,Angers,0,0,D,2,0,H,1.4,5.25,7.0,1.5
18427,LaLiga,2022-10-30,Nantes,Clermont,0,0,D,1,1,D,2.0,3.75,3.6,1.91
18428,LaLiga,2022-10-30,Rennes,Montpellier,2,0,H,3,0,H,1.33,5.5,8.0,1.57
18429,LaLiga,2022-10-30,Lorient,Nice,1,0,H,1,2,A,2.45,3.4,2.87,2.1
18430,LaLiga,2022-10-30,Lyon,Lille,0,0,D,1,0,H,2.0,3.75,3.5,1.61
18431,LaLiga,2022-04-11,Troyes,Auxerre,1,0,H,1,1,D,1.95,3.6,3.8,1.88
18432,LaLiga,2022-05-11,Ajaccio,Strasbourg,4,2,H,4,2,H,2.8,3.2,2.62,2.3
18433,LaLiga,2022-05-11,Angers,Lens,0,1,A,1,2,A,5.0,4.0,1.66,1.72
18434,LaLiga,2022-06-11,Lorient,Paris SG,0,1,A,1,2,A,9.5,6.5,1.28,1.4
18435,LaLiga,2022-06-11,Clermont,Montpellier,0,1,A,1,1,D,2.37,3.5,2.9,1.84
18436,LaLiga,2022-06-11,Nice,Brest,0,0,D,1,0,H,1.8,3.75,4.33,1.98
18437,LaLiga,2022-06-11,Reims,Nantes,0,0,D,1,0,H,2.05,3.5,3.4,1.97
18438,LaLiga,2022-06-11,Toulouse,Monaco,0,0,D,0,2,A,3.2,3.8,2.1,1.57
18439,LaLiga,2022-06-11,Lille,Rennes,1,0,H,1,1,D,2.45,3.6,2.75,1.72
18440,LaLiga,2022-06-11,Marseille,Lyon,1,0,H,1,0,H,2.2,3.5,3.2,1.72
18441,LaLiga,2022-11-11,Lyon,Nice,0,1,A,1,1,D,1.75,3.8,4.5,1.8
18442,LaLiga,2022-12-11,Lens,Clermont,0,1,A,2,1,H,1.44,4.75,7.5,1.72
18443,LaLiga,2022-12-11,Rennes,Toulouse,1,0,H,2,1,H,1.5,4.5,6.0,1.61
18444,LaLiga,2022-11-13,Paris SG,Auxerre,1,0,H,5,0,H,1.11,10.0,17.0,1.25
18445,LaLiga,2022-11-13,Brest,Troyes,0,0,D,2,1,H,2.0,3.6,3.5,1.72
18446,LaLiga,2022-11-13,Lille,Angers,1,0,H,1,0,H,1.33,5.5,8.5,1.61
18447,LaLiga,2022-11-13,Montpellier,Reims,0,0,D,1,1,D,2.5,3.4,2.8,1.86
18448,LaLiga,2022-11-13,Nantes,Ajaccio,0,0,D,2,2,D,2.0,3.3,4.0,2.2
18449,LaLiga,2022-11-13,Strasbourg,Lorient,0,1,A,1,1,D,2.15,3.5,3.3,1.8
18450,LaLiga,2022-11-13,Monaco,Marseille,1,1,D,2,3,A,2.3,3.6,2.9,1.66
18451,LaLiga,2022-12-28,Ajaccio,Angers,1,0,H,1,0,H,2.0,3.4,4.0,2.2
18452,LaLiga,2022-12-28,Troyes,Nantes,0,0,D,0,0,D,2.38,3.6,2.88,1.8
18453,LaLiga,2022-12-28,Auxerre,Monaco,1,1,D,2,3,A,4.5,4.0,1.73,1.73
18454,LaLiga,2022-12-28,Clermont,Lille,0,0,D,0,2,A,4.2,3.75,1.83,1.87
18455,LaLiga,2022-12-28,Brest,Lyon,1,3,A,2,4,A,3.75,3.6,1.95,1.73
18456,LaLiga,2022-12-28,Paris SG,Strasbourg,1,0,H,2,1,H,1.22,6.5,13.0,1.4
18457,LaLiga,2022-12-29,Lorient,Montpellier,0,2,A,0,2,A,1.95,3.75,3.75,1.8
18458,LaLiga,2022-12-29,Reims,Rennes,2,1,H,3,1,H,3.3,3.4,2.2,1.9
18459,LaLiga,2022-12-29,Marseille,Toulouse,2,0,H,6,1,H,1.5,4.5,6.0,1.62
18460,LaLiga,2022-12-29,Nice,Lens,0,0,D,0,0,D,3.2,3.0,2.45,2.2
18461,LaLiga,2023-01-01,Angers,Lorient,1,0,H,1,2,A,2.75,3.4,2.5,1.92
18462,LaLiga,2023-01-01,Monaco,Brest,0,0,D,1,0,H,1.5,4.75,5.5,1.53
18463,LaLiga,2023-01-01,Nantes,Auxerre,0,0,D,1,0,H,1.85,3.4,4.33,1.97
18464,LaLiga,2023-01-01,Toulouse,Ajaccio,0,0,D,2,0,H,2.0,3.4,3.8,2.04
18465,LaLiga,2023-01-01,Lyon,Clermont,0,0,D,0,1,A,1.5,4.5,6.0,1.62
18466,LaLiga,2023-01-01,Lens,Paris SG,2,1,H,3,1,H,3.25,3.6,2.2,1.73
18467,LaLiga,2023-02-01,Strasbourg,Troyes,1,2,A,2,3,A,1.8,3.8,4.33,1.86
18468,LaLiga,2023-02-01,Lille,Reims,1,0,H,1,1,D,1.65,4.0,5.25,1.8
18469,LaLiga,2023-02-01,Montpellier,Marseille,0,0,D,1,2,A,4.5,4.0,1.73,1.67
18470,LaLiga,2023-02-01,Rennes,Nice,1,1,D,2,1,H,1.8,4.0,4.0,1.85
18471,LaLiga,2023-11-01,Ajaccio,Reims,0,1,A,0,1,A,3.1,3.1,2.5,2.3
18472,LaLiga,2023-11-01,Auxerre,Toulouse,0,3,A,0,5,A,2.75,3.3,2.6,1.9
18473,LaLiga,2023-11-01,Brest,Lille,0,0,D,0,0,D,4.0,3.6,1.91,1.87
18474,LaLiga,2023-11-01,Clermont,Rennes,1,0,H,2,1,H,4.2,3.5,1.91,1.94
18475,LaLiga,2023-11-01,Nantes,Lyon,0,0,D,0,0,D,3.3,3.4,2.2,1.88
18476,LaLiga,2023-11-01,Lorient,Monaco,0,0,D,2,2,D,3.8,3.75,1.91,1.73
18477,LaLiga,2023-11-01,Nice,Montpellier,2,0,H,6,1,H,1.8,3.6,4.5,1.95
18478,LaLiga,2023-11-01,Paris SG,Angers,1,0,H,2,0,H,1.11,10.0,19.0,1.25
18479,LaLiga,2023-11-01,Strasbourg,Lens,2,2,D,2,2,D,3.8,3.5,1.95,2.02
18480,LaLiga,2023-11-01,Troyes,Marseille,0,1,A,0,2,A,5.0,4.0,1.67,1.73
18481,LaLiga,2023-01-14,Lens,Auxerre,0,0,D,1,0,H,1.36,4.75,9.0,1.85
18482,LaLiga,2023-01-14,Marseille,Lorient,1,1,D,3,1,H,1.4,5.0,7.5,1.62
18483,LaLiga,2023-01-14,Lyon,Strasbourg,1,2,A,1,2,A,1.6,4.2,5.25,1.73
18484,LaLiga,2023-01-15,Lille,Troyes,2,0,H,5,1,H,1.4,4.75,8.0,1.62
18485,LaLiga,2023-01-15,Angers,Clermont,0,1,A,1,2,A,2.45,3.4,2.88,2.0
18486,LaLiga,2023-01-15,Montpellier,Nantes,0,1,A,0,3,A,2.55,3.4,2.75,1.86
18487,LaLiga,2023-01-15,Reims,Nice,0,0,D,0,0,D,2.4,3.25,3.0,2.1
18488,LaLiga,2023-01-15,Toulouse,Brest,0,1,A,1,1,D,1.95,3.6,3.75,1.8
18489,LaLiga,2023-01-15,Monaco,Ajaccio,5,1,H,7,1,H,1.4,4.75,8.0,1.73
18490,LaLiga,2023-01-15,Rennes,Paris SG,0,0,D,1,0,H,5.0,4.75,1.57,1.57
18491,Eredivisie,2015-08-08,Feyenoord,Utrecht,1,0,H,3,2,H,1.44,4.75,6.0,
18492,Eredivisie,2015-08-08,Roda,Heracles,1,1,D,3,1,H,2.15,3.5,3.2,
18493,Eredivisie,2015-09-08,AZ Alkmaar,Ajax,0,3,A,0,3,A,3.0,3.5,2.25,
18494,Eredivisie,2015-09-08,Willem II,Vitesse,0,0,D,1,1,D,3.0,3.4,2.3,
18495,Eredivisie,2015-11-08,Den Haag,PSV Eindhoven,1,1,D,2,2,D,5.5,4.0,1.57,
18496,Eredivisie,2015-11-08,Heerenveen,Graafschap,2,0,H,3,1,H,1.55,4.33,5.25,
18497,Eredivisie,2015-12-08,Groningen,Twente,0,1,A,1,1,D,2.45,3.4,2.75,
18498,Eredivisie,2015-12-08,Nijmegen,Excelsior,0,0,D,1,0,H,1.75,3.75,4.5,
18499,Eredivisie,2015-12-08,Zwolle,Cambuur,2,0,H,2,2,D,1.85,3.6,4.0,
18500,Eredivisie,2015-08-14,Vitesse,Roda,1,0,H,3,0,H,1.45,4.75,6.0,
18501,Eredivisie,2015-08-15,Ajax,Willem II,1,0,H,3,0,H,1.33,5.0,9.0,
18502,Eredivisie,2015-08-15,Excelsior,AZ Alkmaar,2,1,H,2,2,D,3.1,3.3,2.3,
18503,Eredivisie,2015-08-15,Graafschap,Zwolle,0,0,D,0,3,A,2.6,3.6,2.5,
18504,Eredivisie,2015-08-15,Twente,Den Haag,0,2,A,1,4,A,1.62,4.0,5.0,
18505,Eredivisie,2015-08-16,Cambuur,Feyenoord,0,0,D,0,2,A,4.2,3.6,1.83,
18506,Eredivisie,2015-08-16,Heracles,Nijmegen,1,0,H,3,0,H,2.2,3.6,3.0,
18507,Eredivisie,2015-08-16,PSV Eindhoven,Groningen,1,0,H,2,0,H,1.29,5.0,11.0,
18508,Eredivisie,2015-08-16,Utrecht,Heerenveen,1,0,H,1,1,D,2.2,3.6,3.0,
18509,Eredivisie,2015-08-21,Groningen,Excelsior,0,0,D,2,0,H,1.62,3.9,5.25,
18510,Eredivisie,2015-08-22,Cambuur,Heracles,0,4,A,1,6,A,1.95,3.6,3.6,
18511,Eredivisie,2015-08-22,Heerenveen,PSV Eindhoven,0,0,D,1,1,D,4.2,3.6,1.83,
18512,Eredivisie,2015-08-22,Roda,Graafschap,1,0,H,1,0,H,1.7,4.0,4.33,
18513,Eredivisie,2015-08-23,AZ Alkmaar,Willem II,0,0,D,0,0,D,2.0,3.6,3.5,
18514,Eredivisie,2015-08-23,Den Haag,Utrecht,0,1,A,1,1,D,2.25,3.4,3.1,
18515,Eredivisie,2015-08-23,Feyenoord,Vitesse,0,0,D,2,0,H,1.67,4.2,4.33,
18516,Eredivisie,2015-08-23,Nijmegen,Ajax,0,0,D,0,2,A,4.5,3.75,1.75,
18517,Eredivisie,2015-08-23,Zwolle,Twente,1,0,H,2,1,H,2.25,3.6,2.9,
18518,Eredivisie,2015-08-28,Willem II,Nijmegen,0,0,D,0,1,A,1.83,3.5,4.2,
18519,Eredivisie,2015-08-29,Excelsior,Graafschap,0,0,D,3,0,H,1.7,4.0,4.33,
18520,Eredivisie,2015-08-29,Heerenveen,Zwolle,1,0,H,1,1,D,1.83,3.75,4.0,
18521,Eredivisie,2015-08-29,Heracles,Twente,1,0,H,2,0,H,2.4,3.5,2.75,
18522,Eredivisie,2015-08-29,Utrecht,Groningen,1,0,H,2,0,H,2.0,3.5,3.6,
18523,Eredivisie,2015-08-30,Ajax,Den Haag,2,0,H,4,0,H,1.36,4.75,8.5,
18524,Eredivisie,2015-08-30,AZ Alkmaar,Roda,0,1,A,0,1,A,1.7,3.8,4.6,
18525,Eredivisie,2015-08-30,PSV Eindhoven,Feyenoord,1,1,D,3,1,H,1.73,3.6,4.75,
18526,Eredivisie,2015-08-30,Vitesse,Cambuur,2,1,H,4,1,H,1.44,4.75,6.0,
18527,Eredivisie,2015-12-09,Cambuur,PSV Eindhoven,0,3,A,0,6,A,6.5,4.5,1.44,
18528,Eredivisie,2015-12-09,Graafschap,AZ Alkmaar,1,1,D,1,3,A,3.5,3.6,2.0,
18529,Eredivisie,2015-12-09,Roda,Nijmegen,0,0,D,0,0,D,2.1,3.6,3.2,
18530,Eredivisie,2015-12-09,Twente,Ajax,1,0,H,2,2,D,4.2,4.0,1.73,
18531,Eredivisie,2015-12-09,Zwolle,Excelsior,2,0,H,3,0,H,1.73,3.8,4.5,
18532,Eredivisie,2015-09-13,Den Haag,Heracles,0,1,A,0,1,A,2.2,3.5,3.1,
18533,Eredivisie,2015-09-13,Feyenoord,Willem II,0,0,D,1,0,H,1.4,4.5,8.0,
18534,Eredivisie,2015-09-13,Groningen,Heerenveen,2,0,H,3,1,H,2.2,3.6,3.0,
18535,Eredivisie,2015-09-13,Utrecht,Vitesse,1,1,D,2,1,H,2.6,3.75,2.45,
18536,Eredivisie,2015-09-18,Nijmegen,Heerenveen,1,0,H,2,0,H,2.3,3.4,3.0,
18537,Eredivisie,2015-09-19,Cambuur,Twente,0,0,D,0,0,D,2.88,3.5,2.3,
18538,Eredivisie,2015-09-19,Heracles,PSV Eindhoven,2,1,H,2,1,H,4.33,4.33,1.67,
18539,Eredivisie,2015-09-19,Willem II,Utrecht,1,0,H,3,1,H,2.4,3.4,2.8,
18540,Eredivisie,2015-09-19,Zwolle,Den Haag,0,1,A,2,1,H,1.91,3.75,3.6,
18541,Eredivisie,2015-09-20,Excelsior,Ajax,0,2,A,0,2,A,5.75,4.5,1.5,
18542,Eredivisie,2015-09-20,Groningen,AZ Alkmaar,1,0,H,2,0,H,2.1,3.5,3.3,
18543,Eredivisie,2015-09-20,Roda,Feyenoord,1,1,D,1,1,D,5.0,3.75,1.67,
18544,Eredivisie,2015-09-20,Vitesse,Graafschap,2,0,H,3,0,H,1.2,7.0,11.0,
18545,Eredivisie,2015-09-26,Ajax,Groningen,1,0,H,2,0,H,1.4,4.5,7.5,
18546,Eredivisie,2015-09-26,AZ Alkmaar,Heracles,2,0,H,3,1,H,2.0,3.75,3.4,
18547,Eredivisie,2015-09-26,Heerenveen,Vitesse,0,0,D,0,0,D,2.7,3.6,2.4,
18548,Eredivisie,2015-09-26,PSV Eindhoven,Nijmegen,1,0,H,2,1,H,1.22,6.25,11.0,
18549,Eredivisie,2015-09-26,Utrecht,Cambuur,0,1,A,3,3,D,1.5,4.33,6.0,
18550,Eredivisie,2015-09-27,Den Haag,Excelsior,1,1,D,3,3,D,1.73,3.75,4.5,
18551,Eredivisie,2015-09-27,Feyenoord,Zwolle,0,0,D,2,0,H,1.36,5.0,7.5,
18552,Eredivisie,2015-09-27,Graafschap,Willem II,0,2,A,2,2,D,3.5,3.6,2.0,
18553,Eredivisie,2015-09-27,Twente,Roda,2,0,H,2,1,H,1.67,3.8,5.0,
18554,Eredivisie,2015-02-10,Heracles,Heerenveen,1,0,H,2,0,H,2.05,3.6,3.3,
18555,Eredivisie,2015-03-10,Excelsior,Utrecht,0,0,D,1,0,H,2.8,3.4,2.4,
18556,Eredivisie,2015-03-10,Nijmegen,Den Haag,1,1,D,4,1,H,2.05,3.4,3.5,
18557,Eredivisie,2015-03-10,Roda,Cambuur,0,1,A,1,1,D,1.95,3.5,3.75,
18558,Eredivisie,2015-03-10,Willem II,Zwolle,0,1,A,0,1,A,2.1,3.6,3.2,
18559,Eredivisie,2015-04-10,Ajax,PSV Eindhoven,1,1,D,1,2,A,2.0,3.6,3.5,
18560,Eredivisie,2015-04-10,AZ Alkmaar,Twente,0,0,D,3,1,H,2.05,3.6,3.3,
18561,Eredivisie,2015-04-10,Graafschap,Feyenoord,1,0,H,1,2,A,8.5,4.75,1.36,
18562,Eredivisie,2015-04-10,Vitesse,Groningen,1,0,H,5,0,H,1.53,4.33,5.5,
18563,Eredivisie,2015-10-17,Cambuur,AZ Alkmaar,0,1,A,1,1,D,3.0,3.5,2.25,
18564,Eredivisie,2015-10-17,Groningen,Willem II,1,0,H,2,1,H,1.8,3.5,4.5,
18565,Eredivisie,2015-10-17,Heracles,Ajax,0,2,A,0,2,A,4.0,3.75,1.83,
18566,Eredivisie,2015-10-17,PSV Eindhoven,Excelsior,0,0,D,1,1,D,1.18,7.0,13.0,
18567,Eredivisie,2015-10-17,Utrecht,Roda,1,1,D,1,1,D,1.6,4.0,5.25,
18568,Eredivisie,2015-10-18,Den Haag,Graafschap,1,1,D,1,1,D,1.55,4.2,5.5,
18569,Eredivisie,2015-10-18,Heerenveen,Feyenoord,0,5,A,2,5,A,4.2,3.5,1.85,
18570,Eredivisie,2015-10-18,Twente,Nijmegen,0,0,D,1,0,H,1.95,3.6,3.6,
18571,Eredivisie,2015-10-18,Zwolle,Vitesse,1,3,A,1,5,A,2.9,3.5,2.3,
18572,Eredivisie,2015-10-23,Zwolle,Utrecht,1,1,D,1,2,A,2.25,3.5,3.0,
18573,Eredivisie,2015-10-24,Graafschap,Heracles,0,0,D,0,1,A,3.0,3.6,2.2,
18574,Eredivisie,2015-10-24,Roda,Excelsior,1,1,D,1,2,A,1.67,4.1,4.0,
18575,Eredivisie,2015-10-24,Twente,PSV Eindhoven,0,0,D,1,3,A,4.2,4.0,1.73,
18576,Eredivisie,2015-10-24,Willem II,Heerenveen,1,0,H,2,2,D,2.2,3.4,3.2,
18577,Eredivisie,2015-10-25,Cambuur,Den Haag,0,0,D,1,1,D,2.35,3.4,2.88,
18578,Eredivisie,2015-10-25,Feyenoord,AZ Alkmaar,1,1,D,3,1,H,1.4,4.5,7.5,
18579,Eredivisie,2015-10-25,Nijmegen,Groningen,0,1,A,1,1,D,2.2,3.4,3.2,
18580,Eredivisie,2015-10-25,Vitesse,Ajax,0,0,D,1,3,A,2.4,3.3,2.88,
18581,Eredivisie,2015-10-30,Heracles,Willem II,2,0,H,2,1,H,1.75,3.8,4.33,
18582,Eredivisie,2015-10-31,Ajax,Roda,3,0,H,6,0,H,1.22,6.5,11.0,
18583,Eredivisie,2015-10-31,Excelsior,Vitesse,0,1,A,0,3,A,4.75,3.6,1.73,
18584,Eredivisie,2015-10-31,Graafschap,PSV Eindhoven,1,3,A,3,6,A,9.0,5.5,1.3,
18585,Eredivisie,2015-10-31,Groningen,Zwolle,2,0,H,2,0,H,1.91,3.6,3.75,
18586,Eredivisie,2015-01-11,AZ Alkmaar,Nijmegen,1,2,A,2,4,A,1.75,3.75,4.33,
18587,Eredivisie,2015-01-11,Den Haag,Feyenoord,0,0,D,1,0,H,5.0,3.6,1.7,
18588,Eredivisie,2015-01-11,Heerenveen,Cambuur,2,0,H,2,0,H,1.73,3.6,4.75,
18589,Eredivisie,2015-01-11,Utrecht,Twente,2,2,D,4,2,H,2.0,3.5,3.6,
18590,Eredivisie,2015-06-11,Roda,Den Haag,1,1,D,1,1,D,2.5,3.4,2.7,
18591,Eredivisie,2015-07-11,Nijmegen,Graafschap,1,0,H,2,0,H,1.44,4.5,6.5,
18592,Eredivisie,2015-07-11,Twente,Heerenveen,0,2,A,1,4,A,2.0,3.6,3.5,
18593,Eredivisie,2015-07-11,Willem II,Excelsior,2,2,D,2,3,A,1.75,3.6,4.6,
18594,Eredivisie,2015-07-11,Zwolle,Heracles,0,1,A,1,1,D,2.15,3.4,3.3,
18595,Eredivisie,2015-08-11,Cambuur,Groningen,2,0,H,2,2,D,2.55,3.4,2.63,
18596,Eredivisie,2015-08-11,Feyenoord,Ajax,1,0,H,1,1,D,2.3,3.4,3.0,
18597,Eredivisie,2015-08-11,PSV Eindhoven,Utrecht,1,0,H,3,1,H,1.3,5.75,8.0,
18598,Eredivisie,2015-08-11,Vitesse,AZ Alkmaar,0,0,D,0,2,A,1.5,4.33,6.0,
18599,Eredivisie,2015-11-21,Ajax,Cambuur,4,1,H,5,1,H,1.17,6.5,17.0,
18600,Eredivisie,2015-11-21,AZ Alkmaar,Heerenveen,2,1,H,3,1,H,1.91,3.75,3.6,
18601,Eredivisie,2015-11-21,Graafschap,Groningen,0,1,A,1,2,A,3.4,3.5,2.05,
18602,Eredivisie,2015-11-21,Roda,Zwolle,0,2,A,0,5,A,2.6,3.4,2.6,
18603,Eredivisie,2015-11-21,Willem II,PSV Eindhoven,0,1,A,2,2,D,6.5,4.5,1.44,
18604,Eredivisie,2015-11-22,Den Haag,Vitesse,1,2,A,2,2,D,3.6,3.5,2.0,
18605,Eredivisie,2015-11-22,Feyenoord,Twente,2,0,H,5,0,H,1.36,4.75,8.0,
18606,Eredivisie,2015-11-22,Heracles,Excelsior,0,0,D,0,0,D,1.57,4.2,5.25,
18607,Eredivisie,2015-11-22,Nijmegen,Utrecht,0,0,D,1,0,H,2.3,3.4,3.0,
18608,Eredivisie,2015-11-27,Cambuur,Graafschap,1,2,A,2,3,A,1.8,3.6,4.33,
18609,Eredivisie,2015-11-28,Excelsior,Feyenoord,1,2,A,2,4,A,5.75,4.2,1.53,
18610,Eredivisie,2015-11-28,Heerenveen,Roda,2,0,H,3,0,H,1.62,4.0,5.0,
18611,Eredivisie,2015-11-28,Twente,Willem II,1,3,A,1,3,A,2.05,3.6,3.4,
18612,Eredivisie,2015-11-29,Groningen,Den Haag,0,1,A,2,1,H,2.0,3.5,3.6,
18613,Eredivisie,2015-11-29,PSV Eindhoven,AZ Alkmaar,3,0,H,3,0,H,1.33,5.25,8.0,
18614,Eredivisie,2015-11-29,Utrecht,Heracles,0,1,A,4,2,H,1.85,3.5,4.2,
18615,Eredivisie,2015-11-29,Vitesse,Nijmegen,0,0,D,1,0,H,1.53,4.2,5.75,
